Gene_Name	RVIS
MECOM	8.56
MECP2	10.46
MECR	85.63
MED1	3.28
MED10	47.79
MED11	54.63
MED12	8.47
MED12L	0.88
MED13	4.05
MED13L	0.69
MED14	29.31
MED15	3.78
MED16	0.7
MED17	12.88
MED18	48.12
MED19	52.85
MED20	46.49
MED21	52.85
MED22	48.35
MED23	6.48
MED24	4.13
MED25	20.78
MED26	5.6
MED27	23.04
MED28	49.76
MED29	28.63
MED30	71.08
MED31	54.63
MED4	75.12
MED6	35.42
MED7	80.58
MED8	38.58
MED9	66.57
MEF2A	31.93
MEF2B	17.75
MEF2BNB	63.81
MEF2BNB-MEF2B	NA
MEF2C	58
MEF2D	17.16
MEFV	92.85
MEGF10	5.72
MEGF11	16.76
MEGF6	97.81
MEGF8	0.19
MEGF9	27.88
MEGT1	NA
MEI1	23.7
MEI4	NA
MEIG1	73.97
MEIS1	31.46
MEIS2	26.53
MEIS3	43.91
MELK	83.47
MEMO1	54.63
MEN1	34.6
MEOX1	83.9
MEOX2	51.66
MEP1A	94.29
MEP1B	86.82
MEPCE	10.3
MEPE	96.29
MERTK	88.89
MESDC1	NA
MESDC2	33.97
MESP1	NA
MESP2	NA
MEST	51.4
MET	23.73
METAP1	42.88
METAP1D	46.74
METAP2	12.24
METRN	NA
METRNL	46.99
METTL1	17.03
METTL10	78.28
METTL11B	96.23
METTL12	85.53
METTL13	15.95
METTL14	33.97
METTL15	45.13
METTL16	48.54
METTL17	57.48
METTL18	77.7
METTL20	86.57
METTL21A	63.2
METTL21B	78.46
METTL21C	89.7
METTL21D	53.51
METTL22	82.3
METTL23	74.18
METTL24	93.53
METTL2A	67.03
METTL2B	43.77
METTL3	46.74
METTL4	81.55
METTL5	48.12
METTL6	38.28
METTL7A	61.28
METTL7B	91.99
METTL8	NA
METTL9	42.88
MEX3A	28.63
MEX3B	13.45
MEX3C	30.56
MEX3D	NA
MFAP1	61.49
MFAP2	39.68
MFAP3	20.26
MFAP3L	24.19
MFAP4	23.04
MFAP5	30.07
MFF	48.54
MFGE8	20.78
MFHAS1	5.89
MFI2	46.5
MFN1	36.07
MFN2	13.1
MFNG	25.56
MFRP	20.89
MFSD1	67.3
MFSD10	6.23
MFSD11	16.36
MFSD12	34.98
MFSD2A	22.36
MFSD2B	77.91
MFSD3	NA
MFSD4	82.08
MFSD5	12.77
MFSD6	80.3
MFSD6L	98.83
MFSD7	11.28
MFSD8	69.46
MFSD9	75.63
MGA	17.48
MGAM	98.45
MGARP	85.53
MGAT1	67.3
MGAT2	60.31
MGAT3	18.72
MGAT4A	57.15
MGAT4B	59.11
MGAT4C	38.82
MGAT5	5.24
MGAT5B	9.75
MGEA5	26.73
MGLL	35.75
MGMT	83.25
MGP	86.95
MGRN1	2.3
MGST1	36.86
MGST2	77.57
MGST3	46.2
MIA	65.33
MIA2	92.29
MIA3	87.34
MIB1	4.1
MIB2	50.56
MICA	99.56
MICAL1	12.64
MICAL2	81.23
MICAL3	76.52
MICALCL	98.71
MICALL1	12.57
MICALL2	94.66
MICB	96.99
MICU1	24.19
MID1	12.77
MID1IP1	61.28
MID2	34.6
MIDN	5.26
MIEN1	58
MIER1	48.35
MIER2	6.32
MIER3	27.69
MIF	NA
MIF4GD	39.95
MIIP	85.24
MINA	53.98
MINK1	3.86
MINOS1	54.63
MINOS1-NBL1	NA
MINPP1	17.03
MIOS	9.21
MIOX	39.11
MIP	64.32
MIPEP	83.53
MIPOL1	14.5
MIS12	44.89
MIS18A	46.49
MIS18BP1	96.64
MITD1	46.49
MITF	19.73
MIXL1	NA
MKI67	99.91
MKI67IP	31.69
MKKS	74.58
MKL1	20.91
MKL2	3.27
MKLN1	25.15
MKNK1	73.41
MKNK2	18.78
MKRN1	57.15
MKRN2	15.62
MKRN3	6.48
MKS1	50.45
MKX	84.44
MLANA	36.86
MLC1	53.85
MLEC	42.88
MLF1	80.73
MLF1IP	79.46
MLF2	28.63
MLH1	80.3
MLH3	97.16
MLIP	69.51
MLK4	NA
MLKL	90.15
MLL	0.41
MLL2	0.06
MLL3	0.91
MLL4	1.12
MLL5	3.9
MLLT1	17.31
MLLT10	5.13
MLLT11	56.25
MLLT3	28.93
MLLT4	1.14
MLLT6	52.25
MLN	74.95
MLNR	NA
MLPH	79.62
MLST8	24.19
MLTK	NA
MLX	53.19
MLXIP	NA
MLXIPL	82.87
MLYCD	NA
MMAA	15.12
MMAB	73.41
MMACHC	43.91
MMADHC	79.25
MMD	42.88
MMD2	17.03
MME	15.32
MMEL1	16.09
MMGT1	59.43
MMP1	86.27
MMP10	92.3
MMP11	42.16
MMP13	9.17
MMP14	57.48
MMP15	16.02
MMP16	27.69
MMP17	30.92
MMP19	44.03
MMP2	48.84
MMP20	94.97
MMP21	38.98
MMP23B	NA
MMP24	17.31
MMP25	37.66
MMP26	75.29
MMP27	92.79
MMP28	67.72
MMP3	15.91
MMP7	73.54
MMP8	95.75
MMP9	84.68
MMRN1	73.8
MMRN2	21.8
MMS19	52.35
MMS22L	72.83
MN1	NA
MNAT1	43.29
MND1	35.42
MNDA	67.3
MNF1	58.26
MNS1	63.49
MNT	13.45
MNX1	NA
MOAP1	83.9
MOB1A	52.85
MOB1B	38.28
MOB2	24
MOB3A	36.07
MOB3B	54.95
MOB3C	86.57
MOB4	52.85
MOBP	56.25
MOCOS	96.49
MOCS1	62.1
MOCS2	80.73
MOCS3	29.16
MOG	88.62
MOGAT1	87.14
MOGAT2	90.38
MOGAT3	68.27
MOGS	92.29
MOK	91.05
MON1A	18.72
MON1B	10.07
MON2	11.49
MORC1	79.62
MORC2	2.63
MORC3	14.57
MORC4	29.31
MORF4L1	49.76
MORF4L2	49.39
MORN1	47.15
MORN2	75.75
MORN3	45.13
MORN4	46.2
MORN5	69.21
MOS	55.22
MOSPD1	52.85
MOSPD2	41.64
MOSPD3	60.09
MOV10	2.65
MOV10L1	14.84
MOXD1	12.46
MPDU1	77.7
MPDZ	94.64
MPEG1	64.96
MPG	11.18
MPHOSPH10	97.2
MPHOSPH6	78.28
MPHOSPH8	36.23
MPHOSPH9	37.74
MPI	42.06
MPL	20.82
MPLKIP	NA
MPND	65.96
MPO	42.3
MPP1	40.16
MPP2	8
MPP3	28.11
MPP4	23.57
MPP5	78.74
MPP6	46.74
MPP7	11.88
MPPE1	76.36
MPPED1	18.44
MPPED2	36.86
MPRIP	4.93
MPST	NA
MPV17	33.97
MPV17L	NA
MPV17L2	56.64
MPZ	38.28
MPZL1	31.46
MPZL2	50.01
MPZL3	80.01
MR1	79.38
MRAP	75.29
MRAP2	36.86
MRAS	42.88
MRC1	NA
MRC2	6.09
MRE11A	57.41
MREG	65.56
MRFAP1	38.28
MRFAP1L1	62.74
MRGPRD	84.55
MRGPRE	65.96
MRGPRF	38.82
MRGPRG	91.38
MRGPRX1	85.18
MRGPRX2	96.67
MRGPRX3	95.23
MRGPRX4	97.18
MRI1	80.2
MRM1	68.27
MRO	71.41
MROH2A	NA
MRP63	73.11
MRPL1	71.41
MRPL10	46.49
MRPL11	49.76
MRPL12	56.92
MRPL13	58.53
MRPL14	42.88
MRPL15	71.41
MRPL16	82.66
MRPL17	59.76
MRPL18	73.11
MRPL19	32.94
MRPL2	19.31
MRPL20	62.74
MRPL21	90.01
MRPL22	43.57
MRPL23	91.99
MRPL24	79.89
MRPL27	46.74
MRPL28	90.98
MRPL3	46.92
MRPL30	79.89
MRPL32	71.27
MRPL33	52.85
MRPL34	NA
MRPL35	75.12
MRPL36	48.12
MRPL37	55.61
MRPL38	55.69
MRPL39	68.44
MRPL4	67.3
MRPL40	60.09
MRPL41	56.64
MRPL42	35.42
MRPL43	50.01
MRPL44	34.6
MRPL45	65.76
MRPL46	84.44
MRPL47	77.57
MRPL48	54.95
MRPL49	53.19
MRPL50	61.49
MRPL51	64.11
MRPL52	81.89
MRPL53	86.48
MRPL54	46.49
MRPL55	71.27
MRPL9	90.86
MRPS10	51.66
MRPS11	46.74
MRPS12	43.29
MRPS14	36.86
MRPS15	46.74
MRPS16	66.82
MRPS17	68.98
MRPS18A	41.64
MRPS18B	50.01
MRPS18C	65.33
MRPS2	82.74
MRPS21	89.61
MRPS22	77.7
MRPS23	31.46
MRPS24	81.89
MRPS25	62.74
MRPS26	NA
MRPS27	79.38
MRPS28	89.39
MRPS30	86.71
MRPS31	57.15
MRPS33	64.11
MRPS34	NA
MRPS35	40.36
MRPS36	52.85
MRPS5	36.17
MRPS6	58.26
MRPS7	86.08
MRPS9	76.31
MRRF	67.03
MRS2	72.66
MRTO4	30.37
MRVI1	97.82
MS4A1	31.46
MS4A10	74.49
MS4A12	68.13
MS4A13	80.58
MS4A14	96.63
MS4A15	85.53
MS4A2	89.44
MS4A3	43.29
MS4A4A	69.21
MS4A4E	NA
MS4A5	88.23
MS4A6A	79.25
MS4A6E	77.57
MS4A7	91.21
MS4A8B	34.32
MSANTD1	NA
MSANTD2	24
MSANTD3	48.12
MSANTD4	30.07
MSC	66.57
MSGN1	65.56
MSH2	1.68
MSH3	47.26
MSH4	67.43
MSH5	63.57
MSH6	1.28
MSI1	41.64
MSI2	63
MSL1	49.76
MSL2	20.7
MSL3	37.32
MSLN	85.99
MSLNL	NA
MSMB	54.63
MSMO1	85.42
MSMP	74.95
MSN	36.86
MSR1	54.03
MSRA	9.09
MSRB1	58.26
MSRB2	84.35
MSRB3	24
MSS51	78.8
MST1	25.79
MST1R	2.29
MST4	43.29
MSTN	84.55
MSTO1	NA
MSX1	NA
MSX2	NA
MT1A	81.78
MT1B	76.67
MT1E	77.45
MT1F	83.07
MT1G	58
MT1H	92.12
MT1HL1	NA
MT1M	73.97
MT1X	68.72
MT2A	62.38
MT3	72.94
MT4	84.27
MTA1	7.52
MTA2	7.94
MTA3	17.91
MTAP	27.69
MTBP	88.09
MTCH1	39.68
MTCH2	83.78
MTCP1	63.81
MTCP1NB	70.87
MTDH	25.56
MTERF	76.31
MTERFD1	81.55
MTERFD2	69.37
MTERFD3	83.9
MTF1	53.98
MTF2	19.54
MTFMT	85.53
MTFP1	43.29
MTFR1	34.32
MTG1	18.72
MTHFD1	75.63
MTHFD1L	29.54
MTHFD2	36.86
MTHFD2L	28.93
MTHFR	60.71
MTHFS	56.64
MTHFSD	94.02
MTIF2	10.46
MTIF3	80.01
MTL5	81.48
MTM1	21.2
MTMR1	46.74
MTMR10	75.58
MTMR11	72.75
MTMR12	63.57
MTMR14	9.96
MTMR2	73.54
MTMR3	10.16
MTMR4	19.93
MTMR6	90.09
MTMR7	6.56
MTMR8	13.1
MTMR9	11.94
MTNR1A	68.38
MTNR1B	52.15
MTO1	39.17
MTOR	0.34
MTPAP	40.36
MTPN	59.43
MTR	69.7
MTRF1	83.98
MTRF1L	56.92
MTRNR2L1	NA
MTRNR2L10	NA
MTRNR2L2	NA
MTRNR2L3	NA
MTRNR2L4	NA
MTRNR2L5	NA
MTRNR2L6	NA
MTRNR2L7	NA
MTRNR2L8	NA
MTRNR2L9	NA
MTRR	95
MTSS1	11.94
MTSS1L	3.27
MTTP	94.99
MTUS1	97.87
MTUS2	80.59
MTX1	NA
MTX2	58.26
MTX3	80.01
MUC1	NA
MUC12	NA
MUC13	NA
MUC15	85.53
MUC16	100
MUC17	99.98
MUC2	NA
MUC20	NA
MUC21	98.56
MUC22	NA
MUC4	99.86
MUC5B	99.98
MUC6	93.57
MUC7	98.58
MUCL1	41.25
MUL1	55.61
MUM1	16.02
MUM1L1	69.37
MURC	32.06
MUS81	87.21
MUSK	80.34
MUSTN1	74.95
MUT	67.36
MUTED	38.58
MUTYH	62.1
MVD	7.52
MVK	38.98
MVP	12.05
MX1	27.05
MX2	29.56
MXD1	31.46
MXD3	NA
MXD4	35.42
MXI1	38.58
MXRA5	95.68
MXRA7	NA
MXRA8	NA
MYADM	32.94
MYADML2	86.41
MYB	60.57
MYBBP1A	98.33
MYBL1	33.34
MYBL2	66.13
MYBPC1	6.03
MYBPC2	98.45
MYBPC3	20.54
MYBPH	34.82
MYBPHL	82.83
MYC	53.73
MYCBP	60.96
MYCBP2	NA
MYCBPAP	97.68
MYCL1	46.74
MYCN	27.42
MYCT1	81.38
MYD88	30.07
MYEF2	48.54
MYEOV	97.55
MYEOV2	80.01
MYF5	20.26
MYF6	56.64
MYH1	7.25
MYH10	1.6
MYH11	0.47
MYH13	16.74
MYH14	1.31
MYH15	78.6
MYH2	1.57
MYH3	3.23
MYH4	63.62
MYH6	0.66
MYH7	0.28
MYH7B	10.17
MYH8	15.27
MYH9	1.75
MYL1	50.01
MYL10	26.23
MYL12A	56.25
MYL12B	56.25
MYL2	33.97
MYL3	27.42
MYL4	56.92
MYL5	94.49
MYL6	71.08
MYL6B	31.46
MYL7	65.56
MYL9	41.25
MYLIP	74.49
MYLK	30.93
MYLK2	36.23
MYLK3	5.28
MYLK4	77.06
MYLPF	33.97
MYNN	31.93
MYO10	2.97
MYO15A	5.35
MYO16	58.53
MYO18A	2.9
MYO18B	93.02
MYO19	80.4
MYO1A	87.31
MYO1B	5.67
MYO1C	6.63
MYO1D	16.71
MYO1E	6.38
MYO1F	2.12
MYO1G	11.51
MYO1H	20
MYO3A	90.66
MYO3B	98.38
MYO5A	4.15
MYO5B	28.21
MYO5C	72.39
MYO6	28.26
MYO7A	0.93
MYO7B	90.92
MYO9A	14.79
MYO9B	10.93
MYOC	43.91
MYOCD	15.39
MYOD1	43.29
MYOF	24.68
MYOG	81.38
MYOM1	81.68
MYOM2	21.84
MYOM3	92.65
MYOT	32.06
MYOZ1	17.03
MYOZ2	33.97
MYOZ3	76.05
MYPN	87.76
MYPOP	NA
MYRIP	14.24
MYSM1	64.82
MYT1	2.85
MYT1L	3.54
MYZAP	NA
MZB1	58.53
MZF1	93.47
MZT1	65.33
MZT2A	NA
MZT2B	NA
N4BP1	20.7
N4BP2	89.92
N4BP2L1	62.74
N4BP2L2	97.03
N4BP3	23.51
N6AMT1	86.08
N6AMT2	56.92
NAA10	51.04
NAA11	54.95
NAA15	10.3
NAA16	13.05
NAA20	41.25
NAA25	45.36
NAA30	41.64
NAA35	43.77
NAA38	59.43
NAA40	23.25
NAA50	51.04
NAA60	37.11
NAAA	96.67
NAALAD2	59.04
NAALADL1	8.16
NAALADL2	94.29
NAB1	22.36
NAB2	51.92
NABP1	32.62
NABP2	42.88
NACA	96.18
NACA2	90.01
NACAD	NA
NACC1	38.82
NACC2	NA
NADK	45.36
NADKD1	80.73
NADSYN1	37.78
NAE1	34.6
NAF1	80.73
NAGA	32.06
NAGK	22.36
NAGLU	13.67
NAGPA	54.03
NAGS	30.07
NAIF1	56.92
NAIP	NA
NALCN	2.98
NAMPT	32.62
NANOG	68.98
NANOGNB	87.76
NANOS1	NA
NANOS2	51.4
NANOS3	56.25
NANP	26.53
NANS	77.06
NAP1L1	35.42
NAP1L2	44.89
NAP1L3	63.2
NAP1L4	41.91
NAP1L5	31.46
NAPA	51.66
NAPB	48.12
NAPEPLD	53.73
NAPG	38.58
NAPRT1	8.1
NAPSA	50.45
NARF	6.23
NARFL	45.61
NARG2	12.01
NARS	21.56
NARS2	33.42
NASP	40.56
NAT1	89.44
NAT10	20.02
NAT14	NA
NAT16	32.94
NAT2	97.09
NAT6	74.49
NAT8	88.74
NAT8L	NA
NAT9	77.57
NAV1	3.01
NAV2	3.22
NAV3	1.65
NBAS	37.33
NBEA	1.98
NBEAL1	92.85
NBEAL2	0.46
NBL1	54.95
NBN	96.17
NBPF10	NA
NBPF12	NA
NBPF15	NA
NBPF16	NA
NBPF20	NA
NBPF24	NA
NBPF3	99.53
NBPF4	NA
NBPF6	NA
NBR1	88.82
NCALD	59.76
NCAM2	15.27
NCAN	2.42
NCAPD2	48.95
NCAPD3	28.12
NCAPG	25.83
NCAPG2	93.65
NCAPH	32.17
NCAPH2	37.66
NCBP1	40.36
NCBP2	49.39
NCBP2L	NA
NCCRP1	NA
NCDN	8.75
NCEH1	60.47
NCF1	NA
NCF2	94.01
NCF4	12.97
NCK1	63
NCK2	14.4
NCKAP1	5.76
NCKAP1L	23.69
NCKAP5	84.13
NCKAP5L	12.62
NCKIPSD	8.54
NCL	15.27
NCLN	18.14
NCOA1	1.39
NCOA2	7.86
NCOA3	5.54
NCOA4	95.21
NCOA5	9.17
NCOA6	1.71
NCOA7	39.21
NCOR1	1.5
NCOR2	0.82
NCR1	53.73
NCR2	93.39
NCR3	87.01
NCR3LG1	NA
NCS1	42.88
NCSTN	18.72
NDC80	37.43
NDE1	11.77
NDEL1	58.53
NDFIP1	41.25
NDFIP2	73.27
NDN	68.13
NDNF	15.86
NDNL2	80.01
NDOR1	90.46
NDP	70.87
NDRG1	34.71
NDRG2	57.15
NDRG3	17.75
NDRG4	12.88
NDST1	2.36
NDST2	2.52
NDST3	8.47
NDST4	50.5
NDUFA1	70.87
NDUFA10	58.53
NDUFA11	NA
NDUFA12	46.2
NDUFA13	53.19
NDUFA2	66.57
NDUFA3	66.57
NDUFA4	46.2
NDUFA4L2	44.54
NDUFA5	39.68
NDUFA6	78.28
NDUFA7	81.89
NDUFA8	36.86
NDUFA9	72.6
NDUFAB1	38.28
NDUFAF1	82.17
NDUFAF2	59.76
NDUFAF3	35.42
NDUFAF4	54.95
NDUFAF5	12.33
NDUFAF6	41.64
NDUFB1	61.28
NDUFB10	23.04
NDUFB11	49.39
NDUFB2	46.2
NDUFB3	67.72
NDUFB4	44.54
NDUFB5	64.11
NDUFB6	62.74
NDUFB7	30.07
NDUFB8	39.95
NDUFB9	70.06
NDUFC1	58
NDUFC2	62.74
NDUFC2-KCTD14	73.11
NDUFS1	10.43
NDUFS2	79.38
NDUFS3	41.64
NDUFS4	17.75
NDUFS5	42.88
NDUFS6	41.25
NDUFS7	39.95
NDUFS8	38.58
NDUFV1	3.63
NDUFV2	63
NDUFV3	73.65
NEB	88.9
NEBL	81.75
NECAB1	48.12
NECAB2	44.09
NECAB3	NA
NECAP1	46.49
NECAP2	83.9
NEDD1	19.73
NEDD4	71.71
NEDD4L	5.79
NEDD8	60.96
NEDD9	28.22
NEFH	69.57
NEFM	69.62
NEGR1	34.6
NEIL1	87.54
NEIL2	63.57
NEIL3	98.01
NEK1	47.2
NEK10	89.19
NEK11	78.83
NEK2	31.93
NEK3	67.3
NEK4	29.43
NEK5	91.67
NEK6	28.93
NEK7	51.4
NEK8	5.41
NEK9	25.83
NELF	20.26
NELL1	67.52
NELL2	17.47
NEMF	2.54
NENF	NA
NEO1	4.95
NES	90.2
NET1	19.8
NETO1	86.71
NETO2	26.53
NEU1	37.11
NEU2	63.49
NEU3	43.91
NEU4	NA
NEURL	NA
NEURL1B	NA
NEURL2	67.92
NEURL4	39.96
NEUROD1	45.13
NEUROD2	56.25
NEUROD4	89.07
NEUROD6	33.97
NEUROG1	79.89
NEUROG2	70.06
NEUROG3	68.98
NEXN	50.34
NF1	0.47
NF2	10.65
NFAM1	43.77
NFASC	2.21
NFAT5	4.45
NFATC1	2.05
NFATC2	3.18
NFATC2IP	NA
NFATC3	64.96
NFATC4	69.66
NFE2	33.97
NFE2L1	3.78
NFE2L2	57.31
NFE2L3	67.43
NFIA	20.26
NFIB	24
NFIC	15.86
NFIL3	51.92
NFIX	33.97
NFKB1	22.78
NFKB2	12.88
NFKBIA	34.32
NFKBIB	19.73
NFKBID	38.58
NFKBIE	NA
NFKBIL1	56.64
NFKBIZ	17.31
NFRKB	0.76
NFS1	25.37
NFU1	76.81
NFX1	3.08
NFXL1	68.44
NFYA	38.28
NFYB	60.96
NFYC	25.15
NGB	65.33
NGDN	37.43
NGEF	30.82
NGF	61.73
NGFR	38.82
NGFRAP1	52.85
NGLY1	19.8
NGRN	50.22
NHEJ1	57.15
NHLH1	52.85
NHLH2	62.38
NHLRC1	68.13
NHLRC2	84.61
NHLRC3	83.36
NHLRC4	61.28
NHP2	76.81
NHP2L1	56.25
NHS	14.24
NHSL1	95.56
NHSL2	NA
NICN1	41.64
NID1	77.93
NID2	99.53
NIF3L1	27.88
NIM1	19.73
NIN	59.05
NINJ1	74.18
NINJ2	56.92
NINL	94.94
NIP7	38.28
NIPA1	31.46
NIPA2	51.92
NIPAL1	82.66
NIPAL2	67.03
NIPAL3	12.33
NIPAL4	63.49
NIPBL	1.01
NIPSNAP1	49.39
NIPSNAP3A	48.35
NIPSNAP3B	94.35
NISCH	1.2
NIT1	64.51
NIT2	12.24
NKAIN1	58.26
NKAIN2	41.25
NKAIN3	68.98
NKAIN4	91.96
NKAP	35.42
NKAPL	96.97
NKD1	11.77
NKD2	NA
NKG2-E	NA
NKG7	63
NKIRAS1	47.79
NKIRAS2	38.28
NKPD1	NA
NKRF	20.26
NKTR	60.76
NKX1-1	NA
NKX1-2	NA
NKX2-1	NA
NKX2-2	80.01
NKX2-3	NA
NKX2-4	NA
NKX2-5	46.49
NKX2-6	NA
NKX2-8	NA
NKX3-1	NA
NKX3-2	NA
NKX6-1	NA
NKX6-2	NA
NKX6-3	78.16
NLE1	72.66
NLGN1	4.19
NLGN2	7.94
NLGN3	20.54
NLGN4X	11.18
NLGN4Y	NA
NLK	22.09
NLN	29.43
NLRC3	NA
NLRC4	18.21
NLRC5	80.3
NLRP1	98.94
NLRP10	57.52
NLRP11	32.27
NLRP12	24.22
NLRP13	58.27
NLRP14	96.88
NLRP2	92.96
NLRP3	9.38
NLRP4	67.92
NLRP5	66.14
NLRP6	93.65
NLRP7	73.12
NLRP8	97.25
NLRP9	45.68
NLRX1	66.58
NMB	76.67
NMBR	78.8
NMD3	21.56
NME1	44.54
NME1-NME2	28.63
NME2	39.68
NME3	NA
NME4	20.26
NME5	72.01
NME6	26.23
NME7	23.25
NME8	78.8
NME9	75.29
NMI	22.36
NMNAT1	64.32
NMNAT2	51.4
NMNAT3	60.31
NMRAL1	48.78
NMRK1	88.23
NMRK2	69.37
NMS	70.06
NMT1	19.31
NMT2	38.58
NMU	79.04
NMUR1	70.58
NMUR2	94.53
NNAT	59.43
NNMT	23.25
NNT	27.03
NOA1	78.69
NOB1	42.23
NOBOX	NA
NOC2L	56.27
NOC3L	97.95
NOC4L	5.17
NOD1	23.73
NOD2	82.09
NODAL	32.94
NOG	73.97
NOL10	72.6
NOL11	71.57
NOL12	51.66
NOL3	62.74
NOL4	15.76
NOL6	36.36
NOL7	70.06
NOL8	97.22
NOL9	15.2
NOLC1	50.34
NOM1	92.65
NOMO1	NA
NOMO2	NA
NOMO3	NA
NONO	61.28
NOP10	71.81
NOP14	81.73
NOP16	54.95
NOP2	75.63
NOP56	24.53
NOP58	23.25
NOP9	90.46
NOS1	8.21
NOS1AP	55.45
NOS2	2.69
NOS3	6.97
NOSIP	30.07
NOSTRIN	93.8
NOTCH1	0.33
NOTCH2	2.15
NOTCH2NL	84.27
NOTCH3	5.04
NOTCH4	64.33
NOTO	NA
NOTUM	23.43
NOV	63
NOVA1	14.97
NOVA2	38.28
NOX1	77.16
NOX3	22.7
NOX4	62.1
NOX5	95.79
NOXA1	86.8
NOXO1	69.37
NOXRED1	26.53
NPAP1	99.49
NPAS1	NA
NPAS2	21.77
NPAS3	4.6
NPAS4	15.95
NPAT	83.58
NPB	NA
NPBWR1	78.46
NPBWR2	25.73
NPC1	50.02
NPC1L1	94.54
NPC2	71.08
NPDC1	33.34
NPEPL1	14.14
NPEPPS	57.31
NPFF	61.28
NPFFR1	NA
NPFFR2	74.63
NPHP1	58.96
NPHP3	8.2
NPHP4	81.79
NPHS1	84.95
NPHS2	55.22
NPIP	NA
NPIPA2	NA
NPIPA3	NA
NPIPA5	NA
NPIPA7	NA
NPIPA8	NA
NPIPB15	NA
NPIPB3	NA
NPIPB6	NA
NPIPB7	NA
NPIPB8	NA
NPL	38.82
NPLOC4	14.57
NPM1	30.07
NPM2	76.05
NPM3	54.95
NPNT	96.93
NPPA	88.62
NPPB	80.58
NPPC	56.25
NPR1	36.31
NPR2	7.71
NPR3	53.73
NPRL2	25.15
NPRL3	NA
NPS	88.96
NPSR1	94.25
NPTN	24
NPTX1	33.2
NPTX2	NA
NPTXR	NA
NPVF	72.01
NPW	NA
NPY	67.72
NPY1R	39.95
NPY2R	18.59
NPY5R	43.29
NQO1	81.38
NQO2	78.59
NR0B1	22.09
NR0B2	51.92
NR1D1	12.97
NR1D2	60.57
NR1H2	22.51
NR1H3	16.44
NR1H4	67.03
NR1I2	19.86
NR1I3	16.44
NR2C1	21.41
NR2C2	10.37
NR2C2AP	47.79
NR2E1	35.42
NR2F1	30.07
NR2F2	26.23
NR2F6	NA
NR3C1	42.16
NR3C2	29.49
NR4A1	5.41
NR4A2	17.03
NR4A3	30.07
NR5A1	50.22
NR5A2	33.2
NR6A1	27.69
NRAP	99.27
NRARP	66.57
NRAS	54.63
NRBF2	80.58
NRBP1	34.32
NRBP2	NA
NRCAM	4.51
NRD1	7.84
NREP	85.92
NRF1	24
NRG1	91.71
NRG2	NA
NRG3	23.57
NRG4	66.57
NRGN	NA
NRIP1	94.64
NRIP2	29.16
NRIP3	64.32
NRK	NA
NRL	NA
NRM	54.95
NRN1	64.11
NRN1L	89.44
NRP1	22.75
NRP2	7.28
NRSN1	48.12
NRSN2	65.76
NRTN	NA
NRXN1	2.25
NRXN2	1.43
NRXN3	3.27
NSA2	27.42
NSD1	3.24
NSDHL	38.98
NSF	NA
NSFL1C	38.82
NSG2	NA
NSL1	70.26
NSMAF	44.03
NSMCE1	53.51
NSMCE2	48.12
NSMCE4A	41.64
NSRP1	77.16
NSUN2	8.54
NSUN3	37.11
NSUN4	74.49
NSUN5	55.76
NSUN6	38.98
NSUN7	94.4
NT5C	54.95
NT5C1A	37.32
NT5C1B	80.3
NT5C1B-RDH14	81.01
NT5C2	38.82
NT5C3	63
NT5C3L	76.96
NT5DC1	51.92
NT5DC2	12.46
NT5DC3	19.54
NT5E	57.41
NT5M	49.76
NTAN1	60.09
NTF3	48.12
NTF4	NA
NTHL1	18.59
NTM	67.19
NTMT1	22.09
NTN1	17.03
NTN3	NA
NTN4	34.88
NTN5	NA
NTNG1	15.62
NTNG2	34.6
NTPCR	76.81
NTRK1	48.91
NTRK2	22.65
NTRK3	1.76
NTS	64.11
NTSR1	84.7
NTSR2	NA
NUAK1	19.86
NUAK2	16.02
NUB1	30.7
NUBP1	48.54
NUBP2	18.78
NUBPL	77.7
NUCB1	10.43
NUCB2	32.94
NUCKS1	44.54
NUDC	21.2
NUDCD1	90.06
NUDCD2	30.07
NUDCD3	51.92
NUDT1	51.92
NUDT10	47.79
NUDT11	47.79
NUDT12	71.5
NUDT13	89.47
NUDT14	28.93
NUDT15	56.64
NUDT16	NA
NUDT16L1	51.66
NUDT17	37.32
NUDT18	NA
NUDT19	NA
NUDT2	64.11
NUDT21	52.85
NUDT22	74.37
NUDT3	58.26
NUDT4	46.2
NUDT5	48.12
NUDT6	83.9
NUDT7	73.41
NUDT8	NA
NUDT9	60.31
NUF2	48.69
NUFIP1	39.11
NUFIP2	80.96
NUGGC	84.75
NUMA1	19.97
NUMB	30.7
NUMBL	NA
NUP107	19.86
NUP133	80.36
NUP153	88.23
NUP155	1.96
NUP160	2.32
NUP188	5.37
NUP205	9.01
NUP210	1.72
NUP210L	16.14
NUP214	1.47
NUP35	22.09
NUP37	30.07
NUP43	27.69
NUP50	13.33
NUP54	38.82
NUP62	20.86
NUP62CL	87.82
NUP85	9.61
NUP88	6.86
NUP93	4.13
NUP98	5.01
NUPL1	37.54
NUPL2	87.06
NUPR1	62.74
NUPR1L	NA
NUS1	NA
NUSAP1	75.43
NUTF2	52.85
NUTM2B	NA
NUTM2D	NA
NVL	81.67
NWD1	96.74
NXF1	15.76
NXF2	NA
NXF2B	NA
NXF3	28.93
NXF5	97.46
NXN	11.77
NXNL1	NA
NXNL2	73.97
NXPE1	91.85
NXPE2	95.06
NXPE3	9.55
NXPE4	99.17
