CCDSr20	%geneCov	RVIS[pop_maf_0.05%(any)]	%RVIS[pop_maf_0.05%(any)]	Edge_case_RVIS[pop_maf_0.05%(any)]	OE-ratio_[ExAC v2]	%OE-ratio_[ExAC v2]	alternative-RVIS[maf_0.0025%]	alternative-%RVIS[maf_0.0025%]
MBLAC1	0.649188514	0.061126043	52.4340176	Y	1.042681555	78.57349621	0.055701841	53.19096101
MCM7	1	-0.221200291	39.16911046	N	0.964619482	37.02888902	-0.068486266	46.3041139
MDFIC	0.668819188	0.676061448	77.94721408	N	N/A	N/A	0.707132608	82.12068537
MDH2	0.935176358	-0.005355384	49.20821114	N	1.01321213	63.64846871	0.037298795	52.22249814
MEOX2	0.998916576	0.172972109	57.83968719	N	1.035152682	75.15197128	-0.22283295	38.39086168
MEPCE	0.814121037	-0.90770634	15.41544477	N	0.771779225	4.237827824	-1.338424204	7.011009022
MEST	0.97338403	-0.242683265	38.2111437	N	0.887666828	14.99450009	-0.06089274	46.80903899
MET	1	-0.572529053	24.9657869	N	0.964307045	36.89573323	-1.117292219	9.891565268
METTL2B	1	0.449066184	69.75562072	N	1.024601086	69.8546865	0.173250922	59.44872113
MGAM	0.999305314	2.321553794	98.05474096	N	1.007363553	59.96642158	2.377120099	98.12929393
MICALL2	0.786973732	4.137291797	99.59921799	N	1.051205742	82.25554333	3.949524446	99.58612698
MINDY4	1	2.229921551	97.84946237	N	1.012395423	63.1274243	1.269128175	92.79033193
MIOS	1	-0.884447446	16.10948192	N	0.91531616	20.52336016	-1.199409467	8.732720801
MKLN1	0.994288225	-0.796301444	18.2111437	N	0.919586118	21.6522897	-0.959388485	12.68106945
MKRN1	0.873733964	-0.421365943	30.65493646	N	1.172077838	98.40791987	-0.389569707	30.72593328
MLXIPL	0.78879146	0.595136594	75.1026393	N	1.017648561	66.02211544	0.650701587	80.42380598
MMD2	0.865688488	-0.520650041	26.76441838	N	1.003948654	58.05013605	0.203948895	61.06282593
MNX1	0.540455617	-0.441958885	29.80449658	Y	N/A	N/A	-0.380589344	31.10669647
MOGAT3	1	0.565814937	74.11534702	N	1.107494919	94.74903028	0.683668526	81.38399139
MOSPD3	1	-0.014892263	48.68035191	N	0.98799959	48.91449082	0.129998964	57.28002649
MPLKIP	0.556985294	0.108270723	54.71163245	Y	1.157763268	98.0084525	0.234475002	62.59415611
MPP6	1	-0.516814483	26.90127077	N	0.847378771	9.384588664	-0.718689254	18.40079464
MRM2	1	0.510649569	72.14076246	N	1.012024285	62.95374284	0.280340288	64.91184505
MRPL32	1	0.369928261	66.47116325	N	1.041861345	78.23192265	0.373129461	69.3402864
MRPS17	1	0.700752859	78.77810362	N	1.025145829	70.13257685	0.458769508	73.28035759
MRPS24	0.779069767	0.340251817	65.19061584	Y	1.127784045	96.45689805	0.201247937	60.91383164
MRPS33	1	-0.21951436	39.22776149	Y	0.954877328	33.20210734	0.062852736	53.56344673
MTERF1	1	0.340695735	65.21016618	N	1.039013718	76.88878597	0.58590847	78.21372403
MTPN	1	-0.109629561	44.25219941	Y	0.696332998	2.043651942	-0.173388168	40.80788014
MTURN	0.821782178	-0.031292345	47.86901271	Y	1.034567072	74.79302958	0.024569873	51.47752669
MUC17	1	9.440046966	99.9315738	N	N/A	N/A	4.907805365	99.77650857
MYL10	0.737658674	-0.028973631	47.97653959	N	1.003863051	58.00961037	0.022562713	51.32025495
MYL7	1	-0.044569834	47.29227761	Y	1.135927294	96.9316274	0.06782249	53.83660293
MYO1G	0.860235594	0.155243113	57.01857283	N	0.98948898	49.69026805	0.842304966	85.70482576
NAMPT	0.994722955	-0.543465034	25.95307918	N	0.816201205	6.686736525	-0.647441811	20.60259912
NAPEPLD	1	-0.392847518	31.7888563	N	1.029487183	72.33254212	-0.573226548	23.38382584
NAT16	0.889982111	-0.768942356	18.93450635	N	1.053924779	83.21658079	-0.456369555	27.88676434
NCAPG2	0.973836409	-0.971887164	13.76344086	N	0.963661595	36.55415967	-0.590854093	22.71335154
NDUFA4	1	0.012822509	50.02932551	Y	0.958541162	34.49313958	0.069916878	53.927655
NDUFA5	1	0.246318597	61.14369501	Y	1.064880963	86.7075783	0.213108517	61.55947355
NDUFB2	1	0.129570557	55.76735093	Y	1.121641467	96.04006253	0.196365375	60.66550782
NEUROD6	1	-0.289827072	36.16813294	N	0.869772955	12.09980895	-0.568780611	23.56592997
NFE2L3	0.73962804	0.464756105	70.43010753	N	1.112266025	95.22954901	-0.350418454	32.42281268
NME8	1	1.224545466	90.32258065	N	0.995534906	53.036531	0.57221484	77.7170764
NOD1	0.969676085	1.096141564	87.99608993	N	1.03912678	76.91773288	1.503602769	94.72725768
NOM1	0.807091117	0.248016198	61.21212121	N	1.099983532	93.77062467	0.858873226	86.06903402
NOS3	0.874968362	0.180023943	58.16226784	N	0.973402461	41.37092572	0.280078479	64.8787352
NPC1L1	0.966073147	0.64331425	76.87194526	N	0.978452683	43.79088751	1.559401944	95.0997434
NPSR1	0.93040293	2.130136731	97.49755621	N	1.126942878	96.43374052	1.58773925	95.24873769
NPTX2	0.672256098	-0.042251141	47.43890518	N	0.971322973	40.31146877	-0.098740285	44.67345418
NPVF	1	0.663496994	77.47800587	N	1.092908852	92.63590575	0.392141273	70.15147753
NPY	1	-0.082625686	45.53274682	Y	0.950547873	31.45371389	0.015064284	50.9312143
NRCAM	0.995286529	-1.109156368	11.00684262	N	0.986954217	48.34134198	-0.857639183	14.94909362
NRF1	0.962088254	-0.834008405	17.25317693	N	0.647813351	1.285242865	-0.917008097	13.5915901
NSUN5	0.989711934	0.778819074	81.09481916	N	1.109171507	94.96323742	1.3996869	94.04850592
NT5C3A	0.974145891	-0.439637237	29.89247312	N	1.022309996	68.50576044	-0.32774106	33.49060508
NUB1	0.927631579	-0.13956804	42.71749756	N	0.964809846	37.10994037	-0.370297314	31.62817648
NUDCD3	0.98915009	0.093121084	54.02737048	N	0.964332069	36.91889075	0.170722728	59.34111415
NUDT1	0.893115942	0.419746781	68.45552297	N	1.083926522	91.07277254	0.809605418	84.88535717
NUP205	0.995811181	-2.520134877	1.73998045	N	0.946359199	29.76900365	-2.127367535	2.317688933
NUPL2	1	0.05016597	51.87683284	N	1.060875401	85.51496555	0.096946691	55.4755401
NXPH1	1	-0.660216199	22.08211144	N	0.978591174	43.84878134	-0.773895284	16.88601937
NYAP1	0.826394344	-0.331173554	34.34017595	N	0.977331037	43.25826434	0.646166787	80.28308915
OCM	1	0.390070407	67.30205279	Y	1.053061412	82.86921785	0.582864815	78.1143945
OCM2	1	0.589705494	74.8973607	Y	1.180656137	98.57002258	0.449177533	72.78370996
OGDH	0.971462902	-1.441603372	6.529814272	N	0.810365076	6.356741736	-1.409258019	6.257760119
OPN1SW	1	0.28365903	62.72727273	N	0.931098446	24.87697563	0.185284673	60.06953067
OR2A12	1	0.217086383	59.82404692	N	1.034810624	74.96671105	-0.067782476	46.3868885
OR2A14	1	0.395059181	67.49755621	N	1.063002759	86.16916575	0.454576467	73.089976
OR2A2	1	0.377948034	66.83284457	N	0.951585745	31.80107683	-0.060544671	46.84214883
OR2A25	1	0.75974647	80.55718475	N	1.015525353	64.94529034	0.487976435	74.56336396
OR2A5	1	0.788266284	81.36852395	N	0.999665493	55.57228044	0.414025651	71.17788263
OR2A7	0.768488746	-0.194024898	40.3030303	Y	N/A	N/A	-0.14452265	42.27299065
OR2AE1	1	1.000474127	86.35386119	N	0.991762179	50.95235338	0.595327947	78.56137737
OR2F2	1	0.282500348	62.6686217	N	1.007696429	60.23273317	0.158862513	58.71202715
OR6B1	1	0.425093027	68.71945259	N	0.9796091	44.34666821	0.557045252	77.16248655
OR6V1	1	1.337033155	91.9257087	N	1.011476903	62.62374805	0.633265971	79.83610628
OR9A2	1	0.409497039	68.05474096	N	0.993262594	51.82655011	-0.001070586	50.05380349
OR9A4	1	0.236871019	60.66471163	N	0.998922679	55.19018121	-0.00804752	49.64820793
ORAI2	0.954486346	-0.486427624	28.08406647	N	0.88379972	14.23609101	-0.466224992	27.53083354
ORC5	1	-0.21790398	39.31573803	N	0.922889843	22.52648642	-0.129437	43.10073669
OSBPL3	1	-1.421818041	6.764418377	N	0.94691729	29.97742141	-0.80093706	16.17415777
PAPOLB	0.963427377	0.1559531	57.06744868	N	0.979698796	44.39298327	-0.50328886	25.92500621
PARP12	0.84744186	-0.160064126	41.81818182	N	1.074489469	89.12175071	0.092758893	55.25204867
PAX4	1	0.927836026	84.5259042	N	0.978885515	43.99351589	0.953061222	88.17150898
PAXIP1	0.757446809	-1.142735465	10.52785924	N	0.872026872	12.45296127	-0.615783635	21.81110835
PCLO	0.985265732	-3.26393394	0.82111437	N	0.991652875	50.8828808	-3.451635827	0.604254615
PCOLCE	0.948625181	0.421706181	68.55327468	N	0.995149734	52.85706015	-0.055487571	47.07391772
PDAP1	0.973498233	-0.081466046	45.58162268	Y	0.824541273	7.219359694	-0.287627594	35.26198162
PDE1C	0.994873817	0.454863089	70.02932551	N	0.969221444	39.15938169	1.01846836	89.5290125
PDGFA	0.752608048	-0.010347862	48.93450635	Y	0.905888896	18.39286748	0.384990288	69.83693403
PDIA4	0.941742655	0.611893083	75.71847507	N	1.039453708	77.08562496	0.522158111	75.99536462
PDK4	1	-0.068095153	46.16813294	N	0.967078266	38.18676547	-0.315619361	34.07830478
PEG10	0.749586777	-0.298205519	35.8455523	N	0.97567043	42.4245933	-0.285098107	35.38614353
PEX1	0.991125761	0.19713521	58.93450635	N	1.016114924	65.23475945	-0.247001133	37.28995944
PGAM2	1	0.318237538	64.23264907	N	1.040339211	77.54298616	0.70730444	82.13724029
PHF14	0.910289271	-0.575721528	24.83870968	N	0.868257362	11.90296995	-0.952062758	12.8383412
PHKG1	0.922839506	0.641122921	76.81329423	N	1.088030582	91.84276038	1.461353252	94.42099164
PHTF2	0.926829268	-0.678034799	21.61290323	N	0.925462717	23.34857871	-0.546802574	24.31917888
PIK3CG	1	-0.84827331	16.97947214	N	0.936753598	26.64273722	-1.363401497	6.679910603
PILRA	1	-0.243037789	38.19159335	N	1.013318937	63.70057315	0.173077433	59.43216621
PILRB	1	0.742993109	80.10752688	N	1.245260491	99.4442193	1.000509288	89.1730817
PIP	1	0.855918102	83.1085044	N	1.05833076	84.79129277	0.623416569	79.55467263
PKD1L1	0.996010941	2.994837761	99.02248289	N	1.00042248	55.99490534	2.323045444	98.00513203
PLEKHA8	0.945815774	-0.502732428	27.46823069	N	0.947057478	30.05268338	-0.720956339	18.33457495
PLOD3	0.927916121	1.001729358	86.39296188	N	1.017342453	65.85422335	1.295292046	93.03037828
PLXNA4	0.991175029	-1.366237408	7.468230694	N	0.855337072	10.31088983	-0.915083504	13.64125486
PMPCB	1	-0.0969687	44.87781036	N	0.994776743	52.67179992	0.102003474	55.75697376
PMS2	0.971266541	0.796034836	81.58357771	N	1.05356437	83.07763562	0.94268963	87.94801755
PNPLA8	0.997900042	-0.754412315	19.43304008	N	0.984369417	46.78978753	-0.677355043	19.60930387
PODXL	0.870684611	1.558440795	94.20332356	N	1.037224467	76.0956406	0.846137005	85.80415529
POLD2	0.967202572	-0.665112568	21.95503421	N	0.940505711	27.93376947	-0.465787714	27.56394338
POLM	0.833425567	0.878815916	83.63636364	N	1.076495993	89.59648006	0.667271444	80.86251138
POLR2J	0.743169399	-0.06551458	46.29521017	Y	0.757540595	3.69362589	-0.073188204	46.08062247
POM121	0.756516211	0.721884058	79.53079179	N	N/A	N/A	0.630301864	79.76160914
POM121C	0.858670741	0.325099704	64.5259042	N	N/A	N/A	-0.027058338	48.64663521
POM121L12	1	1.735295939	95.46432063	N	1.023594041	69.22943322	0.903260508	87.0788842
POMZP3	1	0.307187118	63.79276637	N	1.069055337	87.80177155	0.239616724	62.85075739
PON1	1	1.177306825	89.54056696	N	1.020814586	67.75314074	0.70730444	82.13724029
PON2	0.930720146	-0.09055428	45.15151515	N	0.968163333	38.6672842	0.025178034	51.53546892
PON3	1	0.849494747	82.971652	N	1.075540785	89.39964106	0.206563613	61.22837513
POP7	1	-0.0700587	46.09970674	Y	0.961192634	35.5004921	-0.108768321	44.14369671
POR	0.937589328	0.830961127	82.53176931	N	1.160461871	98.10108261	2.822063878	98.84115553
POT1	0.985211627	-0.448724612	29.51124145	N	0.903324103	17.88340184	-0.892584696	14.16273487
POU6F2	1	0.039206681	51.36852395	N	1.01533388	64.83529207	0.357600209	68.62014734
PPIA	1	-0.246518438	38.05474096	Y	0.74365325	3.253632837	-0.125599053	43.2662859
PPP1R17	1	0.51974284	72.48289345	N	1.077879873	89.9091067	0.625771777	79.65400215
PPP1R35	0.593023256	-0.071573411	46.02150538	Y	0.894175026	16.10606148	0.043928409	52.5453191
PPP1R3A	1	0.994979042	86.18768328	N	1.006826274	59.6016905	0.015317691	50.94776922
PPP1R9A	0.97964497	-0.701844524	20.93841642	N	0.991100791	50.57604354	-0.790751198	16.43075904
PRKAG2	0.95819209	0.196589473	58.89540567	N	0.952318888	32.09633532	0.066162644	53.75382833
PRKAR1B	0.927241963	0.024677534	50.64516129	N	0.82525775	7.277253517	-0.024790679	48.73768728
PRKAR2B	0.820354665	-0.595960305	24.16422287	N	0.848355749	9.535112603	-0.463958332	27.60533068
PRKRIP1	1	0.123510419	55.48387097	N	1.053405566	82.9850055	0.148923451	58.28987667
PRPS1L1	1	0.293907702	63.18670577	N	N/A	N/A	0.173164161	59.44044367
PRR15	0.91025641	-0.116847875	43.89051808	Y	1.242997789	99.42685115	0.081863981	54.6395166
PRSS1	1	-0.287152429	36.285435	N	1.090380171	92.29433219	0.018027221	51.10504097
PRSS37	1	0.767324905	80.77223851	N	1.034248024	74.64250564	0.273016408	64.5228044
PRSS58	1	0.405308564	67.84946237	N	1.009586888	61.40797777	0.277898977	64.7959606
PSMA2	1	-0.417629816	30.79178886	Y	0.812889554	6.478318763	-0.449832184	28.168198
PSMC2	1	-0.608881955	23.74389052	N	0.679362812	1.788919122	-0.599826899	22.39880805
PSMG3	1	0.105240672	54.58455523	Y	0.952138388	32.0384415	0.210753682	61.42703419
PSPH	1	0.493896183	71.52492669	N	1.005269166	58.79117698	0.354031489	68.44632067
PTCD1	1	1.407549191	92.7370479	N	0.984943684	47.10241417	0.856607437	86.01936926
PTN	1	-0.106955115	44.3597263	Y	0.921294454	22.10386152	-0.080251972	45.7164142
PTPN12	1	-0.677231202	21.65200391	N	0.944027281	29.03954148	-0.450964089	28.15992054
PTPRN2	0.837691327	1.667764368	95.08308895	N	1.045624183	79.87610722	1.257717291	92.66617002
PTPRZ1	0.997734994	-1.0288404	12.62952102	N	0.998218899	54.78492445	-1.329977083	7.126893469
PURB	0.805111821	-0.25257612	37.81036168	N	0.790953905	5.204654663	-0.282743641	35.50202798
PUS7	1	-1.224110977	9.364613881	N	0.924382175	22.9259538	-1.11174975	9.966062412
PVRIG	0.842527583	1.368228169	92.32649071	N	0.952921711	32.40317258	0.981581166	88.80887344
RAB19	1	0.710285086	79.1202346	N	0.984347652	46.78399815	0.585477324	78.19716911
RABGEF1	0.980645161	-0.709228696	20.75268817	N	0.950000495	31.2221386	-0.456282252	27.8950418
RAC1	0.943939394	-0.223703629	39.06158358	Y	0.523464145	0.428414288	-0.206700785	39.12755567
RADIL	0.754573171	2.093810164	97.38025415	N	1.138726112	97.09951948	3.168946523	99.11431173
RALA	1	-0.094033085	45.01466276	Y	0.611564926	0.926301164	-0.108942707	44.12714179
RAMP3	0.868131868	0.586673712	74.77028348	N	1.001229182	56.55647542	0.370602182	69.19129211
RAPGEF5	0.887330118	-0.101157524	44.6627566	N	0.897254286	16.65026342	0.051861077	52.96746958
RARRES2	0.666666667	0.360394126	66.05083089	Y	1.123271002	96.1790077	0.301274963	65.93825014
RBAK	0.997681966	-0.539538385	26.0801564	N	0.962313078	35.98101083	-1.225746504	8.343680159
RBAK-RBAKDN	0.700564972	0.203719114	59.22776149	Y	0.897488337	16.66763156	0.124769509	56.96548299
RBM28	1	0.449159382	69.76539589	N	1.03222141	73.58883807	-0.414863203	29.64158596
RBM33	0.875453784	-0.81065432	17.86901271	N	0.939782748	27.69640479	-0.872450675	14.60144028
RBM48	1	-0.217548835	39.33528837	N	1.025733343	70.46836103	-0.143999686	42.29782303
RELN	0.99924805	-1.621836781	5.171065494	N	0.948313599	30.55635964	-2.00319853	2.673619733
REPIN1	0.841937201	0.005696227	49.70674487	N	0.92473755	23.07647774	0.121014313	56.79165632
RFC2	1	-0.378411102	32.38514174	N	1.153135038	97.82898165	-0.096385698	44.78933863
RHBDD2	0.837398374	-0.401225833	31.43695015	N	1.062779714	86.12285069	-0.289544992	35.19576194
RHEB	0.987993139	-0.082625686	45.53274682	Y	0.686331747	1.904706768	-0.094640908	44.85555831
RINT1	1	-0.087787743	45.28836755	N	0.987313317	48.52081283	-0.085837018	45.39359325
RNF133	1	0.033055117	51.0459433	N	1.001206361	56.54489666	0.29490186	65.63198411
RNF148	1	-0.016762616	48.59237537	N	1.044192784	79.23348579	0.516666788	75.74704081
RNF216	1	-1.667872404	4.877810362	N	0.982544056	45.70138366	-1.957178717	2.880556245
RNF32	0.977235772	0.508777172	72.08211144	N	0.976164121	42.6851155	0.337893728	67.70962669
RP9	0.775510204	0.088129575	53.80254154	Y	1.011319887	62.56006484	0.079595992	54.52363215
RPA3	1	-0.463259693	28.94428152	Y	1.114567798	95.426388	-0.507039946	25.76773446
RSBN1L	0.94745037	-0.02085909	48.42619746	N	0.992973013	51.69339431	-0.505557244	25.83395414
RUNDC3B	0.915416098	-0.61912831	23.37243402	N	0.997980148	54.62282174	-0.642557338	20.81781309
SAMD9	1	-0.298300538	35.83577713	N	1.003661844	57.91119088	-0.553909482	24.11224236
SAMD9L	1	-1.626018495	5.112414467	N	0.933497948	25.65275285	-1.894598254	3.12888006
SBDS	1	-0.39516821	31.72043011	N	0.963161744	36.35732067	-0.242105524	37.48861849
SCIN	0.642210145	1.116874008	88.38709677	N	1.085490945	91.33908412	0.736340884	82.91532158
SCRN1	0.95423856	-0.512625292	27.06744868	N	0.96087202	35.37312569	-0.174870405	40.74993792
SDHAF3	1	0.092318292	53.98826979	Y	1.078674839	90.1059457	0.129738908	57.26347157
SDK1	0.92901144	-0.386687606	32.01368524	N	0.998315865	54.83702889	0.967382188	88.49432994
SEC61G	1	0.015852236	50.22482893	Y	0.788679219	5.088867018	0.038784887	52.26388544
SEM1	1	-0.052592446	46.92082111	Y	0.860347822	10.89561744	0.007826468	50.50078636
SEMA3A	1	0.607703869	75.54252199	N	0.937444155	26.94957448	0.526867232	76.16091383
SEMA3C	0.992672414	-0.48517384	28.13294233	N	0.967086742	38.19834424	-0.04057757	47.90994123
SEMA3D	1	-0.671884474	21.74975562	N	0.95405164	32.88948069	-0.648664337	20.56121182
SEMA3E	1	-0.75058227	19.52101662	N	0.939867656	27.73114109	-1.051493936	11.00074497
SEPT14	0.96393689	0.963576481	85.45454545	N	1.02142644	68.10050368	0.898119344	86.97127721
SEPT7	0.7312	-0.028618193	47.99608993	Y	0.873536096	12.71348347	-0.046852154	47.52917805
SERPINE1	1	-0.002681379	49.33528837	N	1.011000043	62.37480461	0.294988574	65.64026157
SFRP4	1	-0.337325406	34.08602151	N	1.05573027	83.90551728	-0.45872408	27.82054466
SGCE	0.921646746	-0.495514114	27.73216031	N	0.959850954	34.95050078	-0.153418006	41.86739508
SHH	0.675017895	-0.325209549	34.62365591	Y	0.77407188	4.376772998	-0.25414015	36.95058356
SKAP2	1	-0.110339413	44.21309873	N	0.894959469	16.24500666	-0.089409003	45.16182435
SLC12A9	0.892495637	-0.780618112	18.65102639	N	0.923293277	22.63648469	-0.660267507	20.1887261
SLC13A1	1	0.330091606	64.75073314	N	1.032481743	73.79146645	-0.100486086	44.58240212
SLC13A4	0.947964967	-0.896298305	15.80645161	N	0.933056304	25.51959706	-0.775549205	16.86118699
SLC25A13	0.991900905	-1.027849113	12.64907136	N	0.985977441	47.68714178	-0.376926936	31.30535552
SLC25A40	0.981956315	0.198816816	59.02248289	N	0.966606564	37.9494008	0.103750292	55.83974837
SLC26A3	1	-0.191968253	40.38123167	N	1.038629238	76.69194697	-0.116708139	43.70499131
SLC26A4	0.961140967	1.118139473	88.40664712	N	1.096611978	93.26694842	1.162031452	91.54871285
SLC26A5	1	-0.817155916	17.69305963	N	1.029488333	72.34412088	-0.48174947	26.83552686
SLC29A4	0.987722529	-0.159617698	41.84750733	N	0.949798832	31.1237191	0.58713068	78.26338879
SLC35B4	0.923449612	-0.285637904	36.33431085	N	0.922016192	22.28333237	-0.18952056	40.01324394
SLC37A3	1	-0.010255398	48.94428152	N	1.076676967	89.63121635	-0.093422213	44.921778
SLC4A2	0.907556479	-1.318711363	8.054740958	N	0.90141361	17.42025126	-0.781244	16.66252794
SMARCD3	0.860012962	-0.647647298	22.50244379	N	0.900583172	17.25235917	-0.129785156	43.08418177
SMO	0.808554817	-0.6103003	23.70478983	N	0.944445582	29.18427604	-0.541571698	24.51783793
SMURF1	0.956521739	-1.654636525	4.946236559	N	0.828744385	7.584090778	-1.631578153	4.461551196
SND1	1	-0.879900185	16.23655914	N	0.897083065	16.61552712	-0.889536709	14.25378694
SNX10	1	-0.48188503	28.25024438	Y	1.015929728	65.11897181	-0.485499045	26.66997765
SNX13	0.909213181	-0.92365961	14.9657869	N	0.859034395	10.67562091	-1.004303898	11.8947107
SNX8	0.922114047	-0.568502975	25.13196481	N	0.986142473	47.7797719	-0.16510398	41.27969539
SOSTDC1	1	-0.246872448	38.02541544	N	0.912691822	20.01389452	0.053520775	53.08335403
SP4	0.945684211	-1.332853612	7.898338221	N	1.011087325	62.43269843	-1.781699088	3.691747372
SP8	0.549314174	-0.144206412	42.52199413	Y	N/A	N/A	-0.256582077	36.83469911
SPAM1	0.966729441	0.1155797	55.1026393	N	0.984374312	46.80136629	-0.060370708	46.85870375
SPDYE1	0.728419011	1.368228169	92.32649071	N	0.980633376	44.83297632	1.420452845	94.14783544
SRI	0.915773354	0.056581285	52.21896383	Y	1.145933895	97.48740809	0.020121171	51.21264796
SRPK2	0.983197094	-0.984533411	13.51906158	N	0.854568957	10.21247033	-1.250247181	8.070523963
SRRT	1	-1.629867331	5.092864125	N	0.843918587	8.99091067	-1.480696375	5.57900836
SSBP1	1	0.31895213	64.27174976	Y	0.888893286	15.23186476	0.129652272	57.25519411
SSC4D	0.736394558	1.340861492	91.97458456	N	1.142290296	97.27899033	1.081960152	90.49747537
SSMEM1	1	0.369928261	66.47116325	N	1.094676082	92.89063857	0.318276764	66.74944127
ST7	1	-0.4582628	29.13978495	N	0.788852603	5.106235165	-0.580465038	23.08583727
STAG3	1	-0.860045231	16.66666667	N	0.957641476	34.12261912	-1.143709565	9.543911928
STARD3NL	1	-0.55033008	25.69892473	N	0.95213314	32.02686273	-0.57131085	23.47487791
STEAP1	1	0.016299934	50.24437928	N	1.049156821	81.34661032	-0.179927998	40.4602268
STEAP1B	0.716141002	1.422603672	92.971652	N	1.018287836	66.43316158	0.685679053	81.466766
STEAP2	1	-0.046795474	47.20430108	N	1.064354207	86.55705436	0.523904282	76.06158431
STEAP4	1	-0.165056636	41.59335288	N	0.943456265	28.78480866	-0.217775239	38.6391855
STK17A	0.88179669	0.272608045	62.23851417	N	1.008306497	60.53957043	-0.008134458	49.63993047
STK31	1	1.106731074	88.17204301	N	0.97353451	41.43460893	0.324899723	67.05570731
STRA8	0.850731707	-0.231275936	38.72922776	N	1.050495493	81.93712731	-0.156295353	41.70184587
STRIP2	0.949769939	-1.144965877	10.46920821	N	0.948050826	30.46372952	-0.817937654	15.84305935
STX1A	0.964562569	-0.315316558	35.06353861	N	0.905713357	18.35234181	-0.361403376	31.94271997
STYXL1	1	-0.092069006	45.11241447	N	1.052183062	82.59132751	-0.151237588	41.96672461
SUGCT	0.879076087	-0.050984309	46.99902248	N	0.999167019	55.31754762	0.473760986	73.97566427
SUMF2	0.892344498	0.953325439	85.16129032	N	1.161460475	98.13581891	1.019951527	89.55384488
SUN1	0.970149254	0.862968845	83.31378299	N	1.010534192	62.02744167	1.620119012	95.44739674
SUN3	0.915841584	1.171602433	89.44281525	N	1.065665358	86.95652174	0.700153279	81.83925172
SVOPL	0.731596091	1.240854005	90.51808407	N	0.996844969	53.90493834	1.48525145	94.59481831
SYPL1	0.93375	0.25318035	61.42717498	Y	0.997298893	54.18861807	-0.137284567	42.64547637
TAC1	1	-0.116847875	43.89051808	Y	0.964906668	37.16204481	-0.027841129	48.58041553
TAF6	1	-1.089438655	11.38807429	N	0.91470107	20.43073004	-0.703432207	18.87260988
TAS2R16	1	0.245604723	61.1143695	N	1.039384578	77.03930991	0.297083374	65.74786855
TAS2R3	1	-0.194734303	40.27370479	N	0.977913216	43.52457593	-0.060544671	46.84214883
TAS2R38	1	1.218754046	90.20527859	N	0.994001849	52.26654316	0.824079245	85.23301051
TAS2R39	1	0.076010183	53.18670577	N	1.050190386	81.76344584	-0.289544992	35.19576194
TAS2R4	1	0.673030214	77.83968719	N	1.01901166	66.81526081	0.299438155	65.85547554
TAS2R40	1	0.123154207	55.4740958	N	1.107491233	94.73745151	0.108633208	56.1046271
TAS2R41	1	0.323941236	64.47702835	N	1.089460458	92.11486134	0.165926599	59.06795795
TAS2R5	1	0.342567514	65.28836755	N	1.025013829	70.0515255	0.089535407	55.078222
TAS2R60	1	0.527760976	72.78592375	N	0.917807798	21.15440283	0.576057266	77.86607069
TAX1BP1	1	-0.123168497	43.57771261	N	0.936468585	26.56747525	-0.703691001	18.85605496
TBL2	0.962719298	-0.027010615	48.10361681	N	1.094851371	92.92537486	0.364229229	68.88502607
TBRG4	1	-0.318251243	34.94623656	N	0.952564743	32.22370173	-0.04075137	47.90166377
TBX20	0.97303207	-0.503892536	27.40957967	N	0.880744172	13.75557228	-0.473113273	27.26595481
TBXAS1	0.920891365	0.956448834	85.28836755	N	1.023629688	69.24680137	1.223508859	92.252297
TECPR1	0.86183844	0.981240127	85.94330401	N	0.960319906	35.18207607	1.374410521	93.86640179
TES	0.976744186	0.256655698	61.54447703	N	1.023516336	69.20048631	-0.167719604	41.1307011
TFEC	0.938488576	-0.087880117	45.27859238	N	0.954432983	33.06895154	-0.155946724	41.74323318
TFPI2	1	0.811441198	82.00391007	N	1.122099634	96.10374573	0.592628419	78.428938
TFR2	0.822554568	1.652039727	94.97556207	N	1.054005599	83.23973832	1.013407926	89.39657313
THAP5	0.638795987	-0.057491892	46.68621701	N	0.9781269	43.62878481	0.041660587	52.42115719
THSD7A	0.967138922	-0.7667925	19.00293255	N	0.971304477	40.28252185	-1.166146111	9.221090969
TMED4	0.844566713	-0.071573411	46.02150538	Y	0.996519916	53.70230996	-0.230333056	38.07631819
TMEM106B	1	-0.305423622	35.46432063	N	0.891747223	15.68343658	-0.468667112	27.44805894
TMEM120A	0.863486842	0.623210773	76.12903226	N	N/A	N/A	0.960041117	88.36189057
TMEM130	0.93488024	-0.106861135	44.36950147	N	1.004265429	58.19487061	0.264117332	64.0427117
TMEM139	1	0.301483395	63.52883675	N	1.014634909	64.4358247	0.561583076	77.27009354
TMEM140	1	0.482488541	71.0459433	N	1.083574262	91.02066809	0.394582371	70.25908451
TMEM168	0.997625831	-0.4977398	27.67350929	N	0.961634937	35.67417357	-0.355560998	32.18276633
TMEM176A	0.965659341	0.453969503	69.98044966	N	0.902201329	17.62866902	0.358827544	68.67808956
TMEM176B	1	1.217237795	90.18572825	N	1.000969746	56.37121519	0.537947095	76.48373479
TMEM184A	0.995275591	1.562630442	94.26197458	N	1.01269815	63.30110577	1.883788876	96.78834534
TMEM196	0.604519774	-0.040025569	47.52688172	Y	1.02450068	69.80837145	0.103403406	55.80663852
TMEM209	0.96727899	-0.158193656	41.91593353	N	1.008555836	60.70746251	-0.239053598	37.6541677
