Gene_Name	geneCov_ExACv2	RVIS_ExACv2	MTR_ExACv2
OTUB1	0.85	30.51808407	33.93735888
OVCH2	0.881914232	78.13294233	43.49562902
OVOL1	1	50.742913	36.88994384
P2RX3	0.945072698	62.42424242	40.51409715
P2RY2	1	61.90615836	81.20766514
P2RY6	1	43.8514174	31.62739536
P4HA3	0.853475936	72.88367546	92.10907196
PAAF1	0.928797468	62.23851417	66.86157587
PACS1	0.919235925	4.721407625	8.649337116
PACSIN3	1	41.97458456	53.67915243
PAFAH1B2	0.767895879	34.20332356	11.94928501
PAK1	1	20.77223851	2.888901754
PAMR1	0.926040744	65.11241447	86.48758178
PANX1	1	41.1827957	87.21704394
PANX3	1	77.21407625	40.47357147
PARVA	0.900543901	24.40860215	10.69877844
PATE1	1	57.29227761	92.98905807
PATE2	1	54.2913001	70.03415736
PATL1	0.743815514	39.07135875	11.53823887
PAX6	1	19.31573803	3.664678979
PC	0.983393302	4.242424242	9.430903723
PCF11	0.970389171	8.289345064	15.30133735
PCNX3	0.931741708	8.846529814	8.377236149
PCSK7	0.888566694	27.29227761	43.25247496
PDDC1	0.897250362	69.20821114	52.00602096
PDE2A	0.862379421	9.276637341	8.469866265
PDE3B	0.950867902	8.768328446	70.83888149
PDGFD	1	55.54252199	42.30301627
PDHX	0.92972973	91.20234604	58.91854339
PDZD3	0.862644416	88.41642229	78.02929427
PELI3	0.986052999	24.07624633	14.9887107
PEX16	0.90034965	49.44281525	39.56463845
PGAP2	0.804430863	47.3313783	99.03317316
PGGHG	0.784261715	64.09579668	68.29734267
PGM2L1	0.996876627	15.59139785	21.66386847
PGR	0.880565371	68.64125122	71.74202513
PHF21A	1	26.73509286	17.36814682
PHLDA2	0.806100218	40.84066471	42.69669426
PHLDB1	0.955666193	30.85043988	26.83957622
PHRF1	0.965097726	34.47702835	50.80761883
PICALM	1	20.21505376	20.59283274
PIDD1	0.944424525	72.85434995	40.16673421
PIH1D2	1	47.36070381	46.34979448
PIK3C2A	1	14.2913001	43.74457245
PITPNM1	0.941668846	19.41348974	19.90968564
PIWIL4	1	56.83284457	40.95987958
PKNOX2	1	22.11143695	23.9390957
PKP3	0.764946765	97.47800587	75.58617496
PLA2G16	1	69.27663734	62.58901175
PLCB3	0.875294118	23.53861193	9.095119551
PLEKHA7	0.95657209	13.0400782	66.31158455
PLEKHB1	0.973684211	74.5943304	59.6653737
PNPLA2	0.697478992	82.90322581	82.22080704
POLA2	1	62.09188661	52.93232212
POLD3	1	60.31280547	62.38059399
POLD4	1	67.46823069	92.03959937
POLR2G	1	38.7487781	4.40571991
POLR2L	1	43.12805474	6.924101198
POU2AF1	0.977128335	38.34799609	12.30243733
POU2F3	0.951324266	51.53470186	59.01117351
PPFIA1	1	6.813294233	63.60794303
PPFIBP2	0.94858156	37.028348	78.00613675
PPME1	0.931474104	50.44965787	36.46731894
PPP1CA	0.994285714	19.20821114	1.042088809
PPP1R14B	0.850877193	44.7311828	30.16847102
PPP1R32	0.976550681	93.77321603	87.95229549
PPP2R1B	1	59.27663734	64.44161408
PPP2R5B	0.902723735	18.87585533	5.517281306
PPP6R3	0.885529158	8.709677419	27.49377641
PRCP	0.993081761	39.61876833	47.22978058
PRDM10	1	20.55718475	15.01186823
PRDX5	1	64.94623656	35.50628148
PRG2	0.989781022	63.07917889	35.03734152
PRG3	1	75.82600196	53.55178602
PRKCDBP	0.834177215	81.73998045	83.01974179
PRMT3	0.949879227	40.77223851	89.56753314
PRPF19	0.927619048	38.0058651	3.352052336
PRR5L	0.979735683	80.44965787	25.58906965
PRRG4	1	69.87292278	43.6635211
PRSS23	1	49.13000978	59.54958606
PSMA1	1	42.78592375	5.112024547
PSMC3	0.869501466	28.55327468	3.363631101
PSMD13	1	55.46432063	58.87801772
PTDSS2	0.877984085	29.81427175	22.81016616
PTH	1	45.72825024	23.26752735
PTPMT1	0.889349931	65.43499511	99.58316448
PTPN5	0.949714286	68.60215054	47.7450356
PTPRCAP	0.6752	76.2170088	47.53082846
PTPRJ	0.976207817	64.26197458	75.8640653
PTS	1	47.46823069	31.65634227
PUS3	1	65.25904203	48.03450472
PYGM	1	87.08699902	48.19660742
QSER1	0.996570122	33.82209189	43.13668732
RAB1B	1	32.82502444	6.044115093
RAB30	1	42.15053763	17.86024431
RAB38	1	80.77223851	99.38632548
RAB39A	1	30.51808407	25.35170497
RAB3IL1	0.713646532	49.65786901	60.83482892
RAB6A	1	43.25513196	7.381462398
RAD9A	1	66.50048876	48.61344295
RAG1	1	12.48289345	49.91605396
RAG2	1	59.43304008	44.8387657
RAPSN	0.889502762	56.36363636	75.81775025
RARRES3	1	45.78690127	39.41411451
RASGRP2	0.922587487	53.13782991	32.79685058
RASSF7	0.667776853	89.3255132	83.45973485
RBM14	1	5.190615836	28.20587043
RBM14-RBM4	0.979007634	18.08406647	12.736641
RBM4	0.890056589	24.80938416	25.24749609
RBM4B	0.980144404	28.22091887	16.46500318
RBM7	0.998780488	33.83186706	72.8941122
RBMXL2	0.720101781	64.84848485	80.23504892
RCE1	0.904715128	17.61485826	12.41822498
RCN1	0.731299213	74.26197458	68.52312858
RCOR2	0.741336634	27.28250244	23.89278064
RDX	0.962586852	29.22776149	32.11949285
RELA	0.91745283	31.27077224	20.89388062
RELT	0.964635064	59.46236559	47.50767093
REXO2	0.987804878	51.98435973	28.62849534
RHOD	0.793528505	50.90909091	92.00486308
RHOG	1	33.72434018	0.515255022
RIC3	1	59.48191593	58.83749204
RIC8A	1	45.24926686	53.71967811
RIN1	0.72278057	86.33431085	49.84658137
RNASEH2C	0.895463511	31.61290323	82.71869392
RNF121	0.936647173	43.43108504	81.75765646
RNF141	1	50.25415445	21.14861344
RNF169	0.765253843	15.80645161	33.68841545
RNF214	1	5.571847507	25.04486771
RNF26	1	38.93450635	12.75979853
RNH1	0.996473907	60.41055718	92.80958722
ROBO3	0.900913563	30.28347996	63.5847855
ROBO4	0.966041397	97.91788856	71.88675968
ROM1	1	58.5826002	98.25739594
RPL27A	1	41.37829912	9.558270133
RPLP2	1	56.19745846	38.51676026
RPS13	1	39.06158358	3.328894807
RPS25	1	43.68523949	2.228912175
RPS3	1	43.1085044	14.74555665
RPS6KA4	0.845992446	45.59139785	15.70659411
RPS6KB2	1	64.95601173	61.95796908
RPUSD4	1	58.23069404	80.25820645
RRAS2	0.940809969	39.22776149	17.45498755
RRM1	1	13.03030303	3.722572801
RRP8	1	59.40371457	45.34244196
RSF1	0.955084359	13.32355816	33.66525792
RTN3	1	21.30009775	89.67174203
RTN4RL2	0.702596381	51.29032258	3.971516239
SAA1	0.936339523	86.59824047	27.956927
SAA2	0.94044665	67.78103617	68.28576391
SAA2-SAA4	1	64.74095797	N/A
SAA4	1	68.92473118	92.98326869
SAAL1	1	63.98826979	91.54750188
SART1	0.84509883	13.56793744	10.32825797
SBF2	0.990010515	0.977517107	29.96584264
SC5D	1	44.21309873	55.78648758
SCGB1A1	1	58.22091887	38.64412667
SCGB1C1	1	53.24535679	40.03357842
SCGB1D1	1	74.8973607	65.84264459
SCGB1D2	1	59.67741935	74.45145603
SCGB1D4	1	56.6568915	53.14652927
SCGB2A1	1	70.31280547	92.14380826
SCGB2A2	1	62.14076246	78.92085914
SCN2B	1	54.56500489	35.62206913
SCN3B	1	36.07038123	40.82093441
SCN4B	1	52.27761486	93.66062641
SCUBE2	0.928818898	58.54349951	64.7600301
SCYL1	0.918637275	44.90713587	61.41955653
SDHAF2	1	50.32258065	71.49887107
SDHD	0.801302932	48.99315738	96.98952122
SELENOH	0.721485411	63.68523949	94.01377873
SERGEF	0.956245589	70.19550342	97.53372315
SERPING1	0.965291421	18.26001955	23.58594338
SERPINH1	1	20.56695992	55.76333005
SESN3	1	21.54447703	14.70503097
SF1	0.750503829	15.73802542	46.37295201
SF3B2	0.99963925	7.038123167	5.945695594
SHANK2	0.96889702	2.033235582	37.23730678
SIAE	1	83.20625611	59.08643548
SIDT2	1	37.42913001	15.44028252
SIGIRR	0.9256917	90.17595308	98.89422799
SIK2	0.951709552	9.824046921	21.54808082
SIK3	0.922417896	13.26490714	29.13796098
SIPA1	0.674097331	65.06353861	67.46367163
SIRT3	0.826797386	70.86021505	72.62780061
SLC15A3	0.690529876	79.08113392	93.4695768
SLC17A6	1	8.670576735	29.08585654
SLC1A2	0.999433428	20.26392962	10.68141029
SLC22A10	1	88.26979472	49.71921496
SLC22A11	0.928952043	51.22189638	60.99114225
SLC22A12	1	45.57184751	44.32351068
SLC22A18	0.769641495	89.52101662	90.52278122
SLC22A25	1	59.09090909	70.86203902
SLC22A6	0.986111111	22.00391007	90.22173334
SLC22A8	1	52.56109482	61.76113009
SLC22A9	1	75.71847507	90.4648874
SLC25A22	0.900398406	40.10752688	8.574075146
SLC25A45	1	91.50537634	79.24506455
SLC29A2	0.978091873	83.60703812	99.62947953
SLC35C1	0.982711556	31.13391984	14.13767151
SLC35F2	0.902862099	73.68523949	93.91535923
SLC36A4	0.951768489	54.64320626	83.05447809
SLC37A2	0.983188045	49.74584555	86.05916749
SLC39A13	1	65.12218964	29.57795403
SLC3A2	0.855670103	63.39198436	68.16418688
SLC43A1	1	48.514174	90.54014937
SLC43A3	1	61.52492669	72.65095814
SLC5A12	1	56.12903226	62.97111098
SLC6A5	1	81.27077224	77.78614022
SLCO2B1	1	38.25024438	39.8772651
SLN	1	57.11632454	52.85127077
SMCO4	1	52.85434995	11.05193076
SMPD1	0.986430063	85.87487781	49.05922538
SMTNL1	0.980119284	58.4457478	41.54460719
SNX15	1	76.0801564	80.47241359
SNX19	1	87.1945259	58.12539802
SNX32	0.96984127	39.56989247	35.44838766
SORL1	0.957997951	42.47311828	44.5145603
SOX6	1	4.926686217	17.37972558
SPA17	1	46.35386119	62.71637816
SPATA19	1	57.14565005	62.04480982
SPCS2	0.682926829	48.39687195	15.9381694
SPDYC	1	31.59335288	57.5117235
SPI1	0.852163462	34.77028348	3.0046894
SPTBN2	0.980445781	1.867057674	20.58704336
SPTY2D1	1	47.68328446	24.66276848
SRPRA	1	14.94623656	18.91391189
SSH3	0.966535433	60.75268817	61.44850344
SSRP1	1	28.46529814	4.58519076
SSSCA1	1	40.88954057	92.50853934
ST14	0.968560606	79.79472141	47.19504429
ST3GAL4	0.982873454	61.86705767	47.39767267
ST5	0.969879518	28.99315738	38.95096393
STARD10	1	52.95210166	50.70340995
STIM1	0.885818773	13.55816227	13.47189255
STIP1	0.910228509	11.77908113	18.01076825
STK33	1	60.25415445	37.35309442
STT3A	1	9.296187683	14.95397441
STX3	0.947807933	66.4516129	68.33207897
STX5	0.838003503	50.72336266	81.56660684
SVIP	1	51.75953079	98.70896775
SWAP70	0.974472808	15.68914956	30.51004458
SYT12	1	72.4340176	75.55722804
SYT13	0.98462721	37.6344086	53.98598969
SYT7	0.68614046	21.02639296	8.058820124
SYT8	0.950726979	98.13294233	94.56955943
SYT9	0.902	30.77223851	21.25282232
SYTL2	1	64.19354839	82.12817692
SYVN1	0.956020942	46.77419355	21.28176924
TAF10	0.684992571	39.43304008	24.52382331
TAF1D	1	64.74095797	89.26648527
TAF6L	0.874540682	33.89051808	38.63254791
TAGLN	1	53.8514174	46.3092688
TALDO1	1	35.98240469	97.2558328
TBC1D10C	0.749453751	38.65102639	73.70462572
TBCEL	1	28.71945259	11.08087767
TBRG1	0.612776025	72.8054741	63.28952701
TBX10	0.989038786	32.19941349	70.32941585
TCIRG1	0.768421053	69.59921799	90.27962716
TCN1	1	84.8973607	94.9690268
TCP11L1	1	28.97360704	59.99536849
TEAD1	1	21.73998045	N/A
TECTA	1	13.16715543	55.3870202
TENM4	0.747804415	62.99120235	40.45620332
TESMIN	0.886116443	51.32942326	92.21907023
TEX12	1	56.05083089	95.07902507
TH	0.835265406	63.82209189	76.94089041
THAP12	0.946133797	9.579667644	19.84021305
THRSP	1	47.90811339	94.34377352
THY1	1	47.90811339	84.28182713
THYN1	1	30.99706745	34.16893417
TIGD3	1	19.60899316	88.58333816
TIMM10	1	47.41935484	15.04081515
TIMM10B	1	67.61485826	42.56932785
TIMM8B	1	48.56304985	31.85897065
TIRAP	1	79.60899316	65.83685521
TKFC	0.953683036	65.49364614	54.04388352
TM7SF2	0.798917247	69.75562072	89.47490303
TMEM109	1	48.98338221	21.03861518
TMEM123	0.98755832	71.52492669	91.66328953
TMEM126A	1	68.28934506	65.81948706
TMEM126B	0.882933709	74.16422287	96.41058299
TMEM132A	0.964686998	62.88367546	74.59619059
TMEM133	1	67.35092864	83.29184276
TMEM135	1	49.20821114	16.1002721
TMEM136	0.902227723	67.75171065	74.65987379
TMEM138	1	37.68328446	15.97869507
TMEM151A	0.554216867	65.51319648	27.14641348
TMEM179B	1	37.3998045	92.68801019
TMEM216	0.68722467	76.80351906	49.68447867
TMEM218	1	54.63343109	72.83621838
TMEM223	0.796084829	82.45356794	76.99878423
TMEM225	1	80.35190616	32.4958027
TMEM25	0.822204969	75.06353861	79.6213744
TMEM258	1	52.02346041	81.21924391
TMEM41B	0.962882096	59.64809384	92.24222775
TMEM45B	0.973933649	68.22091887	65.42580907
TMEM80	0.586065574	48.38709677	40.87303885
TMEM86A	0.968536252	47.16520039	19.12811903
TMEM9B	1	57.81036168	19.99652637
TMPRSS13	0.882951654	83.95894428	77.4329879
TMPRSS4	1	56.06060606	71.13992937
TMPRSS5	0.810631229	84.02737048	50.58183292
TMX2	1	56.49071359	33.74051989
TNKS1BP1	0.969001148	87.18475073	60.85219707
TNNI2	0.967905405	26.66666667	4.399930527
TNNT3	0.974972797	46.27565982	29.27111677
TOLLIP	0.955029586	79.20821114	53.62125861
TP53AIP1	0.982788296	80.742913	77.02773114
TP53I11	0.910169492	41.09481916	2.935216812
TPCN2	0.940976645	87.96676442	45.42349331
TPH1	1	47.2629521	47.24714873
TPP1	1	62.18963832	59.38169397
TRAF6	1	34.45747801	7.775140393
TRAPPC4	1	33.32355816	16.45342442
TREH	0.83061101	75.28836755	65.86001274
TRIM21	1	49.82404692	36.76257743
TRIM22	1	95.22971652	79.65611069
TRIM29	0.98629386	61.17302053	91.13645574
TRIM3	1	6.539589443	4.932553697
TRIM34	0.994634474	49.96089932	73.98830545
TRIM44	0.962892483	21.59335288	83.28605338
TRIM48	0.933429812	90.6744868	43.91246454
TRIM49	0.639593909	64.79960899	56.02964164
TRIM49B	0.926033358	66.88172043	43.5014184
TRIM5	0.940974212	74.13489736	67.26683263
TRIM6	1	34.55522972	74.02883112
TRIM6-TRIM34	0.996900426	27.05767351	72.12412436
TRIM68	1	35.37634409	51.78023505
TRMT112	1	28.25024438	89.99594743
TRPC6	0.972222222	6.735092864	27.55167024
TRPM5	0.881058496	99.01270772	41.79934001
TRPT1	0.868686869	67.75171065	37.78150871
TSG101	1	34.60410557	10.449835
TSGA10IP	0.959976457	94.68230694	N/A
TSKU	0.915254237	90.91886608	14.18398657
TSPAN18	1	55.27859238	22.47438198
TSPAN32	0.931931932	93.20625611	99.59474324
TSPAN4	1	71.97458456	30.91530134
TSSC4	1	87.24340176	87.460198
TTC12	1	55.2688172	66.97157413
TTC17	0.942658092	19.10068426	27.563249
TTC36	0.541522491	54.93646139	81.81555028
TTC9C	1	56.26588465	59.94905344
TUB	0.996621622	35.54252199	27.94534823
TUT1	0.963190184	26.88172043	38.42991953
TYR	1	24.2913001	74.56145429
UBASH3B	0.977522478	33.94916911	33.92578012
UBE2L6	1	66.87194526	86.1517976
UBE4A	0.993624772	10.15640274	25.6353847
UBQLN3	1	87.52688172	71.59729057
UBQLNL	1	85.1026393	54.88913333
UBXN1	1	58.34799609	15.12765588
UCP2	1	70.86021505	75.42407225
UCP3	1	80.75268817	41.28987437
UEVLD	0.972	61.15347019	63.37636774
UPK2	1	77.5659824	59.09801424
UQCC3	1	72.37536657	98.1705552
USH1C	0.982997918	55.12218964	36.71626237
USP2	0.85014549	59.59921799	24.50645516
USP28	0.982282282	12.61974585	43.32194755
USP35	0.808600065	78.29912023	67.29577954
USP47	0.926179245	3.958944282	18.43339316
UVRAG	0.914656772	26.72531769	34.35998379
VEGFB	0.830924855	80.38123167	97.47003995
VPS11	0.93974225	21.83773216	13.04926764
VPS26B	1	18.29912023	6.536212586
VPS37C	0.6	54.56500489	73.75673016
VPS51	0.805031447	9.696969697	19.0412783
VSIG2	1	59.6969697	89.89173855
VWA5A	1	75.27859238	91.1827708
VWCE	0.816915761	30.58651026	75.8003821
WDR74	0.949081803	36.20723363	81.72870955
WEE1	0.67390207	39.55034213	64.24477508
WNT11	0.707678076	48.23069404	40.99461587
WT1	0.754987531	36.43206256	N/A
XRRA1	0.973802702	93.27468231	84.71024142
YAP1	0.906350225	28.70967742	31.03108898
YIF1A	0.989010989	81.76930596	97.66687894
YPEL4	1	42.81524927	61.0721936
ZBTB16	1	10.28347996	10.09668268
ZBTB3	1	24.83870968	32.98790019
ZBTB44	0.834831461	35.39589443	11.91454872
ZC3H12C	0.991392216	13.15738025	37.92624327
ZDHHC13	0.84687015	41.33919844	44.29456377
ZDHHC24	0.794901506	39.40371457	63.68899438
ZDHHC5	0.996343693	42.67839687	15.85132866
ZFP91	0.849401027	55.25904203	20.26283796
ZFPL1	1	85.86510264	82.42343542
ZNF143	1	9.990224829	24.69750478
ZNF195	0.854166667	33.37243402	29.14375036
ZNF202	0.999491612	9.54056696	24.62803219
ZNF214	1	74.1544477	53.12916112
ZNF215	1	91.00684262	76.24037515
ZNF408	1	29.17888563	38.00150524
ZNHIT2	0.714521452	66.90127077	68.84154461
ZP1	1	50.93841642	55.7806982
ZPR1	0.879189944	26.07038123	82.64343195
ZW10	1	27.48778104	83.08921438
A2M	0.97415115	42.65884653	53.42441961
A2ML1	0.998447205	94.99511241	63.1621606
AAAS	1	46.42228739	73.06200428
AACS	0.935313848	90.52785924	98.64528455
ABCB9	0.885931559	14.47702835	93.82272911
ABCC9	1	2.072336266	7.225149077
ABCD2	1	18.79765396	21.18913912
ACACB	0.998812822	4.760508309	51.32287385
ACAD10	0.971070683	64.3597263	64.89897528
ACADS	0.966173362	61.58357771	64.10582991
ACRBP	0.973021583	60.71358749	60.74798819
ACSM4	0.996091569	84.30107527	39.2230649
ACSS3	0.962281942	10.90909091	69.46679789
ACTR6	1	36.8230694	23.03595206
ACVR1B	0.868813357	27.95698925	3.108898281
ACVRL1	1	48.47507331	8.78828229
ADAMTS20	0.945794393	38.20136852	80.44925606
ADCY6	0.971563981	11.97458456	22.93174318
ADGRD1	0.926267281	33.53861193	59.98378973
ADIPOR2	1	32.16031281	5.227812192
AEBP2	0.514533086	39.06158358	3.728362184
AGAP2	0.735517693	19.37438905	47.86082325
AICDA	1	35.8455523	7.780929775
AKAP3	1	86.16813294	70.64783188
ALDH1L2	0.982517483	48.96383187	60.3195739
ALDH2	0.900124844	26.47116325	29.83847623
ALG10	1	28.46529814	79.51137614
ALG10B	0.990318119	83.12805474	95.9184855
ALKBH2	1	77.45845552	95.1658658
ALX1	1	57.771261	44.14982921
AMDHD1	0.894135567	62.228739	98.30950038
AMHR2	0.93246311	20.73313783	58.18908123
AMIGO2	1	15.36656891	39.62832166
AMN1	0.950062422	32.59042033	26.08695652
ANAPC5	1	15.96285435	44.04562033
ANAPC7	0.960954447	12.77614858	25.23012795
ANKLE2	0.873298429	73.96871945	46.66242112
ANKRD13A	0.946418808	18.17204301	55.10912986
ANKRD33	1	93.53861193	85.94337984
ANKRD52	0.990715783	12.7370479	8.301974179
ANKS1B	0.998077847	3.616813294	20.62756904
ANO2	0.963273196	90.66471163	74.9840792
ANO4	0.963274933	8.269794721	29.74584612
ANO6	0.888432364	41.32942326	51.16077115
ANP32D	1	61.46627566	49.63816361
APAF1	1	15.82600196	40.47936085
APOBEC1	1	76.92082111	94.3842992
APOF	1	69.6969697	43.15984484
APOLD1	0.564042303	57.46823069	69.61153245
APPL2	0.973244147	72.46334311	73.99409483
AQP2	0.991545894	34.33040078	29.73426735
AQP5	0.99382716	56.54936461	55.02228912
AQP6	1	80.33235582	39.40253575
ARF3	1	44.43792766	1.551554449
ARHGAP9	0.87863315	82.17008798	70.58414867
ARHGDIB	1	29.20821114	24.40224628
ARHGEF25	0.948045522	50.75268817	35.80153998
ARID2	1	1.857282502	13.58768019
ARL1	0.975265018	46.29521017	6.194639032
ARNTL2	0.967131474	26.94037146	77.93087478
ARPC3	1	61.77908113	90.41857234
ART4	1	83.01075269	51.70497308
ASB8	0.990033223	40.742913	38.93938517
ASCL1	0.684950774	39.75562072	8.429340589
ASCL4	0.772030651	52.61974585	90.9222486
ASIC1	0.726636476	12.04301075	22.06333584
ATF1	1	52.15053763	21.10808777
ATF7	0.955752212	41.60312805	17.54182829
ATF7IP	0.99517031	14.49657869	28.65744225
ATG101	1	23.95894428	21.32808429
ATN1	0.894313454	9.765395894	49.5107972
ATP23	1	69.20821114	54.30440572
ATP2A2	0.989140552	3.48973607	4.07572512
ATP2B1	1	4.789833822	4.052567591
ATP5B	1	55.4740958	11.26034852
ATP5G2	1	49.94134897	53.00758409
ATP6V0A2	1	44.67253177	64.19846002
ATXN2	0.788681078	11.26099707	66.05685173
ATXN7L3B	0.506802721	62.11143695	8.186186534
AVIL	1	90.12707722	70.7057257
AVPR1A	1	56.15835777	87.99861055
B3GNT4	1	37.24340176	52.75864065
B4GALNT1	0.810245687	37.94721408	96.85636543
B4GALNT3	0.956068988	77.84946237	53.93967464
BAZ2A	0.958833619	4.457478006	25.43854571
BBS10	1	43.22580645	79.2276964
BCAT1	0.963317384	63.84164223	69.7910033
BCDIN3D	1	34.79960899	66.83262896
BCL2L14	1	62.7370479	82.77658774
BCL7A	0.995810056	42.40469208	48.6944943
BEST3	0.927727273	47.28250244	54.35072078
BICD1	1	5.50342131	30.81688184
BICDL1	0.799315849	16.26588465	51.23603312
BIN2	0.972417523	40.53763441	45.07613038
BLOC1S1	0.964135021	61.33919844	28.9353326
BORCS5	0.995065789	57.35092864	32.7563249
BRAP	1	19.90224829	23.70752041
BRI3BP	0.718586387	46.20723363	30.89214381
BTBD11	0.769804822	11.54447703	47.79714005
BTG1	1	43.25513196	2.36785735
C12orf10	1	62.65884653	51.97128466
C12orf29	0.994011976	34.75073314	53.36073641
C12orf4	1	17.81036168	70.87940717
C12orf40	0.975862069	76.285435	83.15289759
C12orf42	1	67.97653959	86.23863834
C12orf43	0.909482759	57.12609971	94.73166213
C12orf45	1	66.10948192	84.36287848
C12orf49	1	69.03225806	77.06246743
C12orf50	1	72.72727273	60.99693163
C12orf54	1	77.37047898	30.40004632
C12orf56	0.65571205	76.16813294	75.25039078
C12orf57	1	42.01368524	93.85167603
C12orf60	1	74.08602151	58.84328142
C12orf65	1	47.3998045	92.8790598
C12orf66	0.946629213	24.02737048	58.03855729
C12orf71	0.947174447	72.86412512	67.02946796
C12orf74	1	67.09677419	83.77236149
C12orf76	0.571428571	62.71749756	98.99843687
C1QL4	0.669902913	55.07331378	52.98442656
C1R	0.940992167	75.86510264	N/A
C1RL	0.973208723	85.63049853	97.1574133
C1S	1	31.60312805	40.07989348
C2CD5	0.886311569	13.93939394	9.870896775
C3AR1	1	37.41935484	79.99768425
CABP1	0.519765739	43.45063539	21.82018179
CACNA1C	0.978147469	5.767350929	4.197302148
CACNA2D4	0.955642897	41.05571848	79.07138308
CACNB3	0.965362412	21.47605083	21.27019047
CALCOCO1	1	40.75268817	31.58686968
CAMKK2	0.915448852	46.75464321	25.96537949
CAND1	0.999466524	5.41544477	6.605685173
CAPRIN2	1	17.60508309	51.03340474
CAPS2	0.645681582	84.08602151	71.48729231
CAPZA3	1	73.74389052	45.01244717
CASC1	0.999585062	38.71945259	44.90244891
CBX5	1	41.26099707	1.771550976
CCDC184	0.871794872	67.65395894	97.48161871
CCDC38	1	80.40078201	57.53488103
CCDC59	1	63.30400782	91.89486482
CCDC60	1	93.80254154	76.52984427
CCDC62	0.981896141	52.82502444	54.15967116
CCDC63	1	94.56500489	66.60105367
CCDC65	1	88.98338221	84.07340937
CCDC77	1	51.58357771	52.89179645
CCDC91	1	50.27370479	52.40548833
CCDC92	1	56.8230694	71.90412783
CCER1	0.964782965	50.79178886	81.73449893
CCND2	1	32.94232649	6.177270885
CCNT1	1	37.60508309	25.14328721
CCT2	1	14.04692082	26.95536386
CD163	1	19.77517107	24.77855613
CD163L1	1	58.41642229	79.30874776
CD27	1	39.09090909	47.16609738
CD4	0.978708304	74.45747801	31.51739709
CD63	1	45.36656891	72.94042726
CD69	1	61.46627566	96.32953164
CD9	0.981818182	44.92668622	46.31505818
CDCA3	1	44.2913001	41.5735541
CDK17	0.97245509	28.98338221	5.714120303
CDK2	1	35.89442815	3.137845192
CDK2AP1	0.841666667	49.75562072	10.68719968
CDK4	1	24.04692082	8.435129972
CDKN1B	1	58.65102639	61.84797082
CELA1	0.891925466	74.42815249	35.31523186
CEP290	0.743200837	55.94330401	58.65802119
CEP83	0.993987049	43.65591398	31.19898107
CERS5	0.872785829	62.38514174	98.06634632
CHD4	1	0.576735093	2.796271638
CHFR	0.722170686	26.02150538	55.76911943
CHPT1	0.887470072	58.94428152	73.64094251
CHST11	1	40.61583578	19.7244254
CIT	0.988270253	1.37829912	18.10339837
CKAP4	0.73248759	42.21896383	76.43721415
CLEC12A	0.905484247	73.91006843	62.80900828
CLEC12B	0.824137931	68.24046921	80.30452151
CLEC1A	1	52.74682307	81.55502808
CLEC1B	1	71.91593353	26.00590517
CLEC2B	1	62.59042033	85.39338853
CLEC2D	1	63.13782991	50.82498697
CLEC4A	1	64.01759531	54.65176866
CLEC4C	1	55.75757576	17.62287964
CLEC4D	1	67.34115347	79.16980258
CLEC4E	1	73.95894428	46.92294332
CLEC6A	1	59.64809384	71.50466045
CLEC7A	0.9775	72.86412512	96.05164129
CLEC9A	1	64.25219941	58.31644764
CLECL1	0.84717608	77.14565005	80.48978174
CLIP1	0.992522094	6.705767351	23.69594164
CLLU1OS	1	56.05083089	56.74173566
CLSTN3	0.949982987	65.67937439	25.46170324
CMAS	0.945236309	35.67937439	17.41446188
CMKLR1	0.995559503	58.69012708	62.9653216
CNOT2	1	22.04301075	10.35720489
CNPY2	1	55.57184751	48.71186244
CNTN1	1	12.32649071	20.98072136
COL2A1	0.917664671	5.591397849	10.60035894
COPS7A	1	40.34213099	19.01812077
COPZ1	0.967105263	59.80449658	95.93006426
COQ10A	0.83915212	35.76735093	94.68534707
COQ5	1	67.49755621	70.4452035
CORO1C	0.903940887	18.3773216	11.85086551
COX14	1	50.11730205	40.80935564
COX6A1	1	37.61485826	83.56394373
CPM	1	56.43206256	32.08475656
CPNE8	0.987012987	11.8572825	14.76871418
CPSF6	0.936217415	18.72922776	2.587853876
CRACR2A	0.522746781	66.44183773	54.54177039
CRADD	0.731001206	53.48973607	19.66653158
CREBL2	0.997333333	43.95894428	7.798297922
CRY1	1	10.55718475	18.0281364
CS	1	31.72043011	18.83864992
CSAD	0.947011707	73.45063539	87.5238812
CSRNP2	1	36.67644184	19.75337232
CSRP2	1	37.29227761	71.67255254
CTDSP2	1	38.2111437	21.02124703
CUX2	0.875687569	9.198435973	26.10432467
CYP27B1	0.899935856	25.82600196	36.31100562
DAO	1	70.19550342	90.14647137
DAZAP2	0.963795256	57.78103617	80.18873386
DBX2	0.596899225	55.75757576	95.35691542
DCD	0.73381295	57.85923754	95.53638627
DCN	1	18.72922776	31.94581138
DCP1B	1	65.39589443	50.41973021
DCTN2	0.8774395	63.65591398	22.07491461
DDIT3	1	46.74486804	27.74850923
DDN	0.852336449	22.52199413	52.71232559
DDX11	0.896951624	88.24046921	N/A
DDX23	1	4.359726295	3.907833034
DDX47	1	48.57282502	64.82950269
DDX51	0.744773943	86.85239492	42.99195276
DDX54	0.930275229	79.37438905	39.33885254
DDX55	0.978975741	45.65004888	68.96312163
