Gene_Name	RVIS_ExAC
NR1D1	10.74634058
CASC3	10.51743871
RAPGEFL1	46.5032227
WIPF2	41.24450334
CDC6	14.8485031
RARA	10.73429311
IGFBP4	42.67212819
TNS4	49.33437745
CCR7	20.6192398
SMARCE1	14.93283537
KRT222	36.41346907
KRT24	70.31504126
KRT25	76.13396783
KRT26	91.48846455
KRT27	67.09234383
KRT28	84.52502861
KRT10	61.12884766
KRT12	62.31552316
KRT20	45.43099813
KRT23	75.26655021
KRT39	84.75393049
KRTAP4-4	87.5248479
KRTAP4-2	75.86892356
KRTAP9-3	50.32226974
KRTAP9-4	59.62291428
KRTAP17-1	67.90554786
KRT33A	84.17565207
KRT33B	96.20504789
KRT34	95.4159388
KRT31	64.63466056
KRT38	72.72453467
KRT32	98.62056503
KRT35	95.54846094
KRT36	97.39774712
KRT13	82.84440696
KRT15	91.34991868
KRT19	67.54412385
KRT14	30.32347449
KRT16	96.4580447
KRT17	34.37744714
EIF1	50.72585989
GAST	54.94849708
HAP1	92.47033311
JUP	26.52249864
LEPREL4	31.84747907
FKBP10	9.475332811
NT5C3L	38.7747726
KLHL11	9.650021083
ACLY	1.957713391
CNP	21.99867478
NKIRAS2	27.42003494
DHX58	79.04945485
KAT2A	5.385217758
HSPB9	78.12179989
RAB5C	70.81501114
KCNH4	3.722667309
GHDC	67.33931691
STAT5B	13.05343052
STAT5A	12.93295585
PTRF	48.7139329
ATP6V0A1	11.80049395
NAGLU	13.517258
HSD17B1	31.03427504
COASY	18.61333655
MLX	21.74567797
PSMC3IP	59.23739534
FAM134C	26.95620746
TUBG1	24.81175833
PLEKHH3	22.85404494
CCR10	45.48521173
CNTNAP1	0.734895488
RAMP2	55.53882296
VPS25	41.06981507
WNK4	76.67008012
CNTD1	71.40533703
BECN1	23.69736763
PSME3	31.54629239
AOC2	36.29901813
AOC3	85.82615505
G6PC	48.25010542
PTGES3L-AARSD1	73.7184507
RUNDC1	81.56737546
RPL27	40.32889585
IFI35	91.46436962
VAT1	47.762183
RND2	56.8580206
BRCA1	20.09517499
TMEM106A	75.61592675
ARL4D	32.52816095
DHX8	2.921510752
ETV4	55.6894163
MEOX1	95.16896572
SOST	39.06993555
DUSP3	38.17239925
CD300LG	83.33835311
MPP2	13.17390519
PPY	72.21251732
NAGS	29.16691766
TMEM101	25.69724715
LSM12	54.67742907
G6PC3	27.55858081
C17orf53	84.24793687
ASB16	98.74706343
TMUB2	38.00975845
UBTF	8.150111439
SLC4A1	83.66965845
SLC25A39	28.59466297
GRN	18.61333655
FZD2	22.78778387
DBF4B	67.44774411
ADAM11	14.05337028
GJC1	32.86549003
HIGD1B	63.42991386
EFTUD2	2.415517138
CCDC103	51.40051804
GFAP	56.58092886
C1QL1	53.77386904
DCAKD	85.32618517
NMT1	25.80567436
HEXIM1	30.38371182
HEXIM2	25.0768026
FMNL1	15.93277513
ARHGAP27	27.57062828
MAPT	76.78453105
KANSL1	76.42913078
WNT3	16.48093488
WNT9B	74.47141738
GOSR2	54.79790374
RPRML	48.97295344
CDC27	99.24100958
MYL4	66.45382808
ITGB3	34.50394555
EFCAB13	98.01819168
KPNB1	11.51135474
TBX21	34.58225408
OSBPL7	16.80621649
MRPL10	46.85862297
LRRC46	67.24896091
SCRN2	83.62749232
SP6	69.21269803
SP2	5.728570568
PNPO	65.57436299
PRR15L	72.17035118
NFE2L1	7.74049756
CBX1	44.37082103
SNX11	32.86549003
HOXB2	68.56213481
HOXB3	17.63749172
HOXB4	58.38804891
HOXB5	29.45003313
HOXB6	45.20811999
HOXB7	80.42888983
HOXB8	43.29859647
HOXB9	65.57436299
HOXB13	25.60086742
TTLL6	59.71929402
CALCOCO2	65.24908138
ATP5G1	53.01487862
UBE2Z	33.0040359
SNF8	20.82404674
GIP	64.74308777
IGF2BP1	12.19203662
B4GALNT2	68.40551774
GNGT2	66.38154328
ABI3	68.14047347
PHB	22.90223481
NGFR	27.72724535
NXPH3	33.41967351
SPOP	26.22131197
SLC35B1	58.23745557
FAM117A	20.16143606
KAT7	40.44334679
DLX4	48.99102464
DLX3	48.74405156
ITGA3	56.62911873
PDK2	33.07029697
SAMD14	31.61255346
COL1A1	3.939521716
TMEM92	48.8585025
XYLT2	25.22137221
MRPL27	77.91096922
EME1	96.32552256
LRRC59	49.59339799
ACSF2	19.20366243
CHAD	58.46635745
RSAD1	33.37148365
EPN3	97.6808626
SPATA20	56.68333233
ANKRD40	30.20299982
LUC7L3	61.3336546
WFIKKN2	12.83055238
TOB1	43.55761701
SPAG9	6.541774592
NME1	74.45936992
NME2	46.72610084
MBTD1	41.01560147
TOM1L1	18.89645202
COX11	39.34702729
STXBP4	39.96747184
HLF	17.0411421
MMD	23.9985543
TMEM100	59.88193482
PCTP	81.47099572
NOG	46.67791097
DGKE	16.24600928
TRIM25	41.78663936
COIL	44.69007891
SCPEP1	26.85380399
AKAP1	60.3638335
MSI2	33.34738871
MRPS23	63.36365279
CUEDC1	22.57092946
SRSF1	45.29245226
DYNLL2	51.83422685
EPX	96.98210951
MKS1	72.39925306
MPO	57.65315342
BZRAP1	98.69887356
SUPT4H1	48.68983796
RNF43	84.47683874
MTMR4	16.64959942
SEPT4	37.23872056
RAD51C	40.85296067
PPM1E	21.01680622
PRR11	86.12131799
SMG8	25.38401301
GDPD1	22.53478706
DHX40	10.87886272
PTRH2	36.71465574
VMP1	20.70357207
TUBD1	32.51008975
RPS6KB1	19.4687067
RNFT1	83.0311427
HEATR6	18.40250587
CA4	72.34503946
PPM1D	57.30980061
BCAS3	7.433287151
TBX2	41.69628336
C17orf82	95.75326788
TBX4	33.65459912
NACA2	82.86247816
BRIP1	8.144087706
EFCAB3	71.92940184
TLK2	18.52900428
MRC2	13.81844467
MARCH10	94.3919041
CYB561	65.73098006
ACE	92.84380459
KCNH6	83.46485151
TACO1	42.94319619
LIMD2	52.72573941
STRADA	47.62966086
CCDC47	14.52322149
FTSJ3	24.02264924
PSMC5	21.17342329
CSH2	76.86886332
GH2	65.63460033
CSH1	65.46593579
CSHL1	95.92795615
GH1	81.85651467
CD79B	52.30407807
ICAM2	86.54900307
TEX2	19.37232697
DDX5	9.836756822
GNA13	39.93132944
AXIN2	59.05668333
APOH	75.89301849
PRKCA	4.957532679
CACNG5	51.27401964
CACNG4	23.7455575
CACNG1	43.82868502
PSMD12	22.7215228
NOL11	71.12824529
BPTF	0.252996807
AMZ2	59.1048732
SLC16A6	51.74989458
ARSG	55.91831817
WIPI1	38.98560328
PRKAR1A	18.95066562
FAM20A	88.50671646
ABCA8	98.65670743
ABCA9	37.47364617
ABCA6	90.43431119
ABCA10	97.8254322
ABCA5	87.20559002
MAP2K6	35.60628878
KCNJ16	83.90458406
KCNJ2	10.69212698
SOX9	9.806638154
SLC39A11	50.33431721
SSTR2	19.77591711
COG1	39.08800675
FAM104A	67.39353051
C17orf80	89.97048371
CDC42EP4	77.2784772
RPL38	53.06306849
DNAI2	67.32124571
GPR142	95.80748148
GPRC5C	75.53761822
CD300C	54.79790374
RAB37	79.90482501
CD300LF	82.39262695
SLC9A3R1	78.40491537
NAT9	35.57014638
FDXR	97.18089272
OTOP2	33.48593458
OTOP3	97.55436419
ICT1	74.20637311
ATP5H	57.51460755
SLC16A5	66.15264141
ARMC7	64.26118908
NT5C	78.77838684
GGA3	33.16667671
MRPS7	47.40678272
MIF4GD	18.18565147
SLC25A19	41.14812361
GRB2	36.79898801
CASKIN2	72.10409012
TSEN54	97.41581832
LLGL2	97.45196073
SAP30BP	26.11288477
ITGB4	38.82296247
GALK1	55.21956509
H3F3B	43.71423408
UNC13D	57.08692247
WBP2	41.20836094
MRPL38	93.44617794
ACOX1	21.09511475
CDK3	62.25528583
EVPL	95.82555268
SRP68	38.58201313
GALR2	78.95909885
ZACN	89.05487621
EXOC7	27.48629601
PRPSAP1	17.27606771
SPHK1	25.23341967
AANAT	83.15161737
CYGB	27.22125173
ST6GALNAC2	60.3457623
ST6GALNAC1	70.44153967
SRSF2	26.43214264
MFSD11	22.44443106
MGAT5B	13.6618276
SEC14L1	7.421239684
SYNGR2	67.27907957
TK1	61.82157701
BIRC5	82.63357629
SOCS3	42.37696524
TIMP2	56.62309499
LGALS3BP	83.55520752
CANT1	69.86326125
C1QTNF1	40.14818384
ENPP7	97.90976447
CBX2	11.62580567
CBX8	60.67104391
TBC1D16	45.81651708
EIF4A3	18.05915306
CARD14	95.47617613
SGSH	92.93416059
SLC26A11	98.02421541
RNF213	16.70983676
RPTOR	0.813204024
CHMP6	30.27528462
BAIAP2	9.746400819
ENTHD2	79.94699115
SLC38A10	53.66544184
TMEM105	83.91663153
ACTG1	2.758869948
PDE6G	74.83886513
HGS	6.523703391
MRPL12	27.99831335
SLC25A10	61.89988555
P4HB	27.39594
ARHGDIA	49.09342811
ANAPC11	64.15276188
PCYT2	37.14234082
SIRT7	25.76350822
MAFG	50.44876815
PYCR1	32.04023854
ASPSCR1	19.47473044
LRRC45	11.4872598
RAC3	23.42027589
DCXR	78.12179989
GPS1	17.77603759
FASN	1.837238721
SLC16A3	23.54075056
CSNK1D	18.39045841
CD7	81.17583278
SECTM1	82.59141016
TEX19	74.45936992
C17orf101	90.95235227
FOXK2	36.42551654
WDR45L	18.35431601
RAB40B	19.61930004
FN3KRP	85.97674839
FN3K	35.23884103
ZNF750	73.7726643
CETN1	45.99722908
TYMS	31.31739052
ENOSF1	63.03837118
YES1	37.90133125
ADCYAP1	51.1776399
METTL4	52.61128848
NDC80	13.18595265
EMILIN2	82.46491175
LPIN2	16.21589061
MYL12A	43.45521354
MYL12B	47.34654539
TGIF1	74.55574965
DLGAP1	1.614360581
ZFP161	10.69212698
EPB41L3	40.44937052
L3MBTL4	50.045178
PTPRM	1.216794169
SOGA2	94.36780917
NDUFV2	51.62339618
ANKRD12	2.066140594
TWSG1	36.07011626
RALBP1	14.37262815
TXNDC2	84.37443527
VAPA	35.57014638
APCDD1	31.06439371
GNAL	21.95650864
MPPE1	76.21227637
IMPA2	59.1590868
CIDEA	67.02608277
TUBB6	15.11957111
AFG3L2	5.300885489
SLMO1	45.20811999
CEP76	30.97403771
PSMG2	67.79712066
PTPN2	78.4651527
FAM210A	37.16643576
RNMT	73.50159629
MC5R	31.20293958
MC2R	52.46671887
ROCK1	8.318775977
MIB1	1.379434974
GATA6	38.03385338
RBBP8	4.011806518
TMEM241	80.73610023
RIOK3	26.04059996
NPC1	13.19197639
ANKRD29	31.91976387
LAMA3	90.24155171
CABYR	33.07029697
OSBPL1A	19.82410698
IMPACT	87.58508524
HRH4	52.3643154
KCTD1	30.50418649
AQP4	35.95566532
CDH2	5.276790555
DSC2	22.48057346
DSC1	90.48852479
DSG1	91.52460695
DSG4	91.21739654
DSG3	48.50310222
TTR	72.68236853
B4GALT6	30.20299982
TRAPPC8	8.577796518
RNF125	78.88681405
RNF138	58.76754412
FAM59A	15.49906632
C18orf34	90.54273839
NOL4	6.48756099
DTNA	21.98060358
MAPRE2	45.99722908
ZNF24	62.03240769
ZNF396	74.13408831
INO80C	51.40051804
GALNT1	14.74609963
C18orf21	67.30919824
RPRD1A	23.79374736
ELP2	32.60044576
MOCOS	83.47087525
PIK3C3	2.746822481
RIT2	32.46792362
SYT4	40.36503825
SETBP1	9.619902416
SLC14A2	78.86271911
SLC14A1	88.42238419
EPG5	85.13944943
ATP5A1	31.77519427
HAUS1	49.51508945
ST8SIA5	23.29377748
TCEB3B	94.25938196
IER3IP1	48.01517981
SMAD2	14.34853322
CTIF	13.93891934
SMAD7	19.81808325
DYM	13.30642732
LIPG	57.35196675
ACAA2	37.08812722
CCDC11	75.93518463
MBD1	5.403288958
CXXC1	3.301005963
SKA1	57.38208542
MRO	75.05571953
ME2	50.84031082
ELAC1	40.90717427
SMAD4	23.7455575
MEX3C	27.60074694
DCC	29.95000301
MBD2	23.20944521
POLI	96.05445455
STARD6	82.63357629
C18orf54	88.75971327
C18orf26	64.30335522
RAB27B	66.27311608
CCDC68	67.68869345
TCF4	13.05343052
TXNL1	37.21462562
WDR7	4.897295344
FECH	46.55141257
ATP8B1	39.30486115
ALPK2	99.28919945
MALT1	42.31672791
ZNF532	1.915547256
SEC11C	47.05138245
GRP	77.16402626
CPLX4	49.73194386
LMAN1	20.11926992
PMAIP1	63.82748027
MC4R	44.88283838
CDH20	6.415276188
RNF152	36.91343895
KIAA1468	19.69760858
TNFRSF11A	56.27371845
BCL2	38.6121318
KDSR	15.04126257
VPS4B	61.50834287
SERPINB12	76.65200892
SERPINB13	79.82049274
SERPINB4	77.76037588
SERPINB3	94.59068731
SERPINB7	47.25618939
SERPINB2	79.80242154
SERPINB10	92.69923499
SERPINB8	65.32738992
CDH7	3.433528101
CDH19	60.49033191
DSEL	44.77441118
CCDC102B	94.80754171
CD226	80.69995783
SOCS6	13.27630866
CBLN2	36.10625866
NETO1	30.32347449
TIMM21	53.64737064
CYB5A	51.1776399
CNDP2	35.46171917
CNDP1	61.279441
ZADH2	46.5032227
TSHZ1	4.180471056
MBP	78.62779351
GALR1	39.82290223
SALL3	37.87723631
ATP9B	1.644479248
NFATC1	51.96674899
CTDP1	33.60038552
KCNG2	34.71477622
PQLC1	27.51039094
RBFA	82.91669177
PARD6G	20.99873502
PPAP2C	77.350762
THEG	98.08445274
CDC34	26.61887838
GZMM	90.09698211
BSG	25.90807783
HCN2	2.499849407
POLRMT	66.28516354
PRSS57	84.39853021
C19orf21	97.00018071
AZU1	85.59122944
ELANE	65.24908138
MED16	1.246912837
R3HDM4	43.17209807
ARID3A	29.73314861
WDR18	54.99066321
CNN2	40.81079453
ABCA7	99.09643997
POLR2E	35.77495332
C19orf26	47.73206433
CIRBP	36.4556352
EFNA2	32.02216734
MUM1	53.37630263
NDUFS7	68.94163002
GAMT	72.77272453
DAZAP1	9.493404012
RPS15	60.44214204
PCSK4	86.01289079
REEP6	87.15740016
ADAMTSL5	76.1821577
MBD3	5.065959882
UQCR11	63.7973616
TCF3	86.98873562
CSNK1G2	26.92006506
BTBD2	4.855129209
MKNK2	51.1957111
MOB3A	53.32208903
PLEKHJ1	81.21197518
JSRP1	74.50755979
TMPRSS9	98.28925968
TIMM13	52.72573941
LMNB2	33.9377146
GNG7	51.3041383
DIRAS1	37.87121258
SLC39A3	20.546955
SGTA	24.07083911
THOP1	14.33046202
ZNF555	8.686223721
ZNF556	92.77151979
ZNF57	88.33202819
ZNF77	90.33793145
TLE6	52.74983435
AES	66.94777423
GNA11	18.35431601
GNA15	34.75091862
S1PR4	85.62134811
CELF5	10.18613337
NFIC	55.41232456
FZR1	8.613938919
APBA3	86.30203
MRPL54	68.29709054
MATK	5.824950304
NMRK2	81.13366665
DAPK3	47.92482381
EEF2	0.879465092
PIAS4	13.88470574
ZBTB7A	14.80031323
MAP2K2	32.10047587
CREB3L3	83.25402084
SIRT6	42.94319619
EBI3	59.43015481
CCDC94	29.407867
SHD	56.894163
TMIGD2	95.5966508
FSD1	31.66074333
STAP2	67.62243238
UBXN6	97.50617433
LRG1	87.64532257
SEMA6B	9.300644539
C19orf10	63.42991386
FEM1A	17.31221011
TICAM1	93.151015
PLIN3	61.460153
KDM4B	4.861152943
PTPRS	0.361424011
SAFB	3.993735317
C19orf70	46.79236191
RPL36	56.75561713
LONP1	53.23173303
CATSPERD	96.73513644
FUT6	85.49484971
FUT3	97.80133727
FUT5	85.76591772
CAPS	86.53093187
RFX2	26.53454611
ACSBG2	96.48213963
MLLT1	13.11969158
ACER1	58.57478465
CLPP	29.06451419
ALKBH7	60.29757244
GTF2F1	11.70411421
CRB3	42.14203964
TUBB4A	12.81850491
TNFSF9	71.6523101
CD70	33.68471779
TNFSF14	61.3336546
TRIP10	19.73375098
SH2D3A	96.93994338
VAV1	9.951207759
EMR1	98.9217517
INSR	3.752785977
ARHGEF18	56.92428167
C19orf45	91.39810855
MCOLN1	34.0461418
STXBP2	35.63640745
RETN	47.34654539
C19orf59	84.92861876
FCER2	97.72905247
CLEC4G	53.43653997
CD209	76.0375881
CLEC4M	82.06132161
EVI5L	13.98710921
LRRC8E	81.06740558
SNAPC2	68.26697187
CTXN1	48.97295344
TIMM44	24.57080899
ELAVL1	16.00505994
CCL25	81.34449732
FBN3	99.90362026
CERS4	40.20239745
CD320	82.77814589
ANGPTL4	65.18282031
RAB11B	29.28739233
MARCH2	35.70266851
HNRNPM	4.08409132
ADAMTS10	27.48027227
ACTL9	82.29022348
ZNF558	17.49292211
MBD3L1	67.30919824
ZNF317	30.65477983
ZNF559	96.66887537
ZNF177	76.35082224
ZNF266	43.51545088
ZNF560	19.55906271
ZNF426	13.17390519
ZNF561	38.37720619
ZNF562	74.34491898
FBXL12	76.56165291
UBL5	57.31582435
PIN1	46.31046323
OLFM2	13.7521836
COL5A3	66.48394675
RDH8	57.18330221
ANGPTL6	70.94753328
PPAN	68.1103548
P2RY11	96.78935004
EIF3G	27.31763147
DNMT1	0.969821095
S1PR2	29.07656165
MRPL4	93.98229022
ICAM1	84.69971688
ICAM4	72.24263599
ICAM5	15.61351726
ICAM3	74.64008192
TYK2	42.19625324
CDC37	47.92482381
PDE4A	10.04758749
KEAP1	8.818745859
S1PR5	89.08499488
ATG4D	65.62255286
CDKN2D	54.94849708
SLC44A2	20.02289019
ILF3	1.096319499
QTRT1	10.47527257
TMED1	71.07403168
CARM1	8.385037046
YIPF2	97.33750979
SMARCA4	0.421661346
LDLR	14.65574363
KANK2	86.09119933
TSPAN16	79.77832661
RAB3D	68.0199988
LPPR2	21.60110837
SWSAP1	40.73248599
EPOR	47.62966086
ZNF653	24.69730739
ECSIT	58.01457744
CNN1	63.61062587
ELOF1	41.37702548
ACP5	77.350762
ZNF441	34.12445033
ZNF491	97.35558099
ZNF439	73.62207096
ZNF625	23.36003855
ZNF563	49.92470333
ZNF442	96.74116017
ZNF490	49.96686947
ZNF791	16.09541594
WDR83OS	61.86976688
WDR83	57.23751581
DHPS	18.73983495
FBXW9	61.55653274
PRDX2	58.38804891
RNASEH2A	54.17745919
RTBDN	72.41732426
DNASE2	47.11764352
KLF1	82.78416963
GCDH	13.10764412
FARSA	24.15517138
CALR	43.68411541
RAD23A	42.70224685
GADD45GIP1	90.55478586
DAND5	55.96048431
TRMT1	16.60743329
NACC1	14.22805855
IER2	50.03313053
CCDC130	69.86326125
MRI1	85.21173423
C19orf53	88.84404554
C19orf57	92.69321125
RFX1	23.34799108
RLN3	76.83272092
IL27RA	25.78157942
PRKACA	17.0230709
ASF1B	33.63652792
LPHN1	0.993916029
DDX39A	22.46852599
GIPC1	14.20998735
DNAJB1	8.294681043
TECR	55.6532739
NDUFB7	80.28432022
EMR3	94.2834769
ZNF333	97.51822179
OR7C1	88.71754714
OR7A5	89.65724956
OR7A17	80.69995783
OR7C2	76.24841877
SLC1A6	36.43154027
CCDC105	87.46461057
CASP14	88.96452021
ILVBL	66.45985182
NOTCH3	39.51569183
EPHX3	83.69375339
BRD4	1.789048852
AKAP8	82.92873923
PGLYRP2	74.89307873
CYP4F22	72.37515812
CYP4F3	90.72947413
OR10H2	57.30980061
OR10H3	71.59207277
OR10H1	91.16920667
CYP4F2	97.37365219
CYP4F11	87.24173243
TPM4	36.63032347
RAB8A	37.26883923
CIB3	51.96072526
AP1M1	15.890609
CALR3	36.75682188
C19orf44	13.21004759
SLC35E1	25.0587314
MED26	11.72218541
C19orf42	54.13529305
TMEM38A	39.27474249
F2RL3	93.060659
OCEL1	93.54858141
USHBP1	88.08505512
ABHD8	20.75176194
MRPL34	57.02066141
DDA1	50.72585989
BST2	57.82181796
FAM125A	77.05559906
NXNL1	81.67580266
PGLS	75.27859767
FAM129C	97.24113005
GLT25D1	33.08836817
B3GNT3	38.00975845
JAK3	31.97397747
RPL18A	58.76754412
SLC5A5	10.74634058
CCDC124	70.27287513
ARRDC2	57.66520089
PIK3R2	7.734473827
RAB3A	23.22751641
PDE4C	32.76308656
LSM4	34.54611168
PGPEP1	37.16643576
GDF15	26.92006506
LRRC25	88.37419433
SSBP4	42.23239564
ISYNA1	18.23384133
ELL	36.72670321
KXD1	68.76694175
UBA52	45.6237576
TMEM59L	69.12836576
KLHL26	2.331184868
COMP	17.74591892
UPF1	1.144509367
COPE	64.38166376
DDX49	61.78543461
HOMER3	51.08126017
SUGP2	37.54593097
TMEM161A	30.60658996
MEF2BNB-MEF2B	28.78139871
RFXANK	31.871574
NCAN	6.150231914
HAPLN4	30.91982411
SUGP1	9.674116017
GATAD2A	5.433407626
TSSK6	51.34028071
NDUFA13	60.58068791
CILP2	16.75200289
PBX4	71.92940184
LPAR2	70.76682128
GMIP	35.44364797
ZNF14	57.28570568
ZNF493	59.50243961
ZNF43	25.26956207
ZNF681	95.59062707
UQCRFS1	53.57508584
POP4	86.2658876
PLEKHF1	76.27853744
C19orf12	62.6468285
CCNE1	28.13685923
URI1	6.421299922
TSHZ3	13.43894946
DPY19L3	12.39081983
PDCD5	48.01517981
SLC7A9	49.26811638
C19orf40	51.08126017
RHPN2	97.30739112
GPATCH1	69.06210469
WDR88	52.87633275
LRP3	30.13071502
SLC7A10	58.59887959
CEBPG	47.581471
CHST8	25.98036263
KCTD15	41.27462201
LSM14A	37.79290404
KIAA0355	10.03554003
GPI	32.32335401
PDCD2L	42.81067406
UBA2	19.03499789
ZNF792	90.51864346
SCN1B	24.11902897
FXYD3	83.74194326
FXYD1	61.67098368
FXYD7	67.71278839
FXYD5	69.41750497
FAM187B	94.94006385
LSR	14.13167881
USF2	28.2392627
HAMP	58.49647612
MAG	31.19089211
CD22	37.02788989
FFAR3	89.7355581
FFAR2	66.12854647
KRTDAP	55.53882296
DMKN	71.42943196
SBSN	82.06132161
GAPDHS	60.89392205
TMEM147	27.02849226
ATP4A	3.469670502
RBM42	16.8965725
COX6B1	52.80404795
UPK1A	93.52448648
ZBTB32	41.24450334
IGFLR1	76.13396783
U2AF1L4	44.72019758
PSENEN	52.80404795
ARHGAP33	4.849105476
PRODH2	92.38600084
KIRREL2	93.30763207
TYROBP	84.82019155
LRFN3	17.46882718
ALKBH6	74.45936992
CLIP3	18.31214987
POLR2I	42.1902295
TBCB	29.87169448
CAPNS1	37.4073851
COX7A1	55.59303656
ZNF565	25.76350822
ZNF146	54.07505572
ZFP82	20.16143606
ZNF566	26.79356665
ZNF567	15.43882899
ZNF790	91.07282694
ZNF345	27.2513704
ZNF420	55.37618216
ZNF585A	51.63544365
ZNF585B	19.52894404
ZNF383	34.02204686
HKR1	91.49448828
ZNF569	15.16173724
ZNF570	40.62405879
ZNF571	92.18721764
ZNF540	18.16155653
ZNF781	50.22589001
ZNF573	48.35250889
PPP1R14A	68.63441961
SPINT2	73.41124029
C19orf33	47.70194567
YIF1B	21.50472863
KCNK6	82.23600988
CATSPERG	11.22221553
GGN	78.70610204
EIF3K	62.85765918
ACTN4	3.367267032
CAPN12	67.97180893
LGALS4	10.38491657
RINL	40.68429613
SIRT2	84.68164568
NFKBIB	30.76320704
MRPS12	48.49105476
FBXO17	63.36365279
FBXO27	29.00427685
PAK4	45.87675441
NCCRP1	80.39274742
IL28B	98.51213782
IL29	74.36901391
GMFG	56.09300645
PAF1	35.31112584
ZFP36	62.49021143
RPS16	31.31739052
SUPT5H	0.867417625
EID2B	63.70098187
EID2	63.97807361
LGALS14	88.45852659
DYRK1B	15.38461538
FBL	19.54701524
FCGBP	99.86145413
PSMC4	10.61381844
ZNF546	81.40473465
MAP3K10	9.999397627
TTC9B	29.08860912
AKT2	7.891090898
HIPK4	62.6648997
PRX	82.21793868
SERTAD1	62.6468285
SERTAD3	27.84169628
SPTBN4	21.33004036
SHKBP1	31.26920065
ADCK4	72.53779893
ITPKC	71.77880851
C19orf54	89.77772423
SNRPA	10.87886272
MIA	56.9122342
EGLN2	8.866935727
CYP2A6	98.03626288
CYP2A7	99.20486718
CYP2B6	99.52412505
CYP2A13	96.4761159
CYP2F1	96.40383109
CYP2S1	69.86326125
AXL	26.70321065
HNRNPUL1	5.078007349
CCDC97	55.10511415
B9D2	51.96072526
EXOSC5	69.76085778
BCKDHA	19.09523523
B3GNT8	60.75537618
CEACAM7	83.36847178
CEACAM5	91.06077947
CEACAM6	77.80856575
CEACAM3	57.9543401
LYPD4	60.79151858
RPS19	31.31739052
CD79A	81.67580266
ARHGEF1	11.55954461
RABAC1	22.7757364
ATP1A3	2.16252033
GRIK5	9.035600265
ZNF574	14.8665743
DEDD2	71.04993675
ZNF526	20.02289019
GSK3A	20.84211794
ERF	6.752605265
CIC	0.451780013
PAFAH1B3	36.91343895
TMEM145	26.20324077
MEGF8	4.120233721
CNFN	75.03764833
LIPE	83.39256671
CXCL17	42.75043672
CEACAM1	64.31540269
CEACAM8	61.19510873
PSG3	98.31335462
PSG1	99.15667731
PSG6	99.12053491
PSG11	93.44617794
PSG2	85.55508704
PSG5	98.27118848
PSG9	99.00608397
TEX101	60.53249804
LYPD3	75.29666888
PHLDB3	92.59683152
ETHE1	36.24480453
ZNF575	75.99542196
XRCC1	94.50033131
ZNF576	67.61038492
ZNF428	72.17035118
CADM4	32.86549003
PLAUR	41.92518523
IRGC	38.23263659
KCNN4	15.31835432
LYPD5	51.62339618
ZNF45	75.19426541
ZNF221	98.36756822
ZNF155	84.12143847
ZNF223	61.59869887
ZNF227	16.57129089
ZFP112	69.37533884
ZNF285	98.59647009
ZNF180	76.00746943
PVR	87.18751882
CEACAM19	89.33799169
BCL3	76.58574785
CBLC	70.80296368
BCAM	97.28931992
PVRL2	89.19944582
TOMM40	35.57014638
APOE	58.71333052
APOC1	64.56839949
APOC4	75.14607554
APOC2	84.61538462
CLPTM1	37.96759231
CLASRP	13.607614
ZNF296	36.17251973
GEMIN7	65.41172219
TRAPPC6A	89.88615144
EXOC3L2	88.5308114
MARK4	7.228480212
CKM	27.2513704
KLC3	85.17559183
CD3EAP	85.80206012
ERCC1	50.96680923
FOSB	22.97451961
RTN2	31.89566894
OPA3	20.95656888
GPR4	12.51731823
EML2	15.06535751
GIPR	93.18113367
QPCTL	73.8630203
DMPK	35.93759412
RSPH6A	78.92898018
SYMPK	1.758930185
FOXA3	33.76905006
IRF2BP1	10.0837299
NOVA2	28.4019035
PGLYRP1	69.41750497
HIF3A	87.4344919
PPP5C	16.11951087
CCDC8	88.06698392
PTGIR	52.52695621
GNG8	71.36317089
PRKD2	9.451237877
STRN4	6.36708632
SLC1A5	86.08517559
AP2S1	51.3041383
NPAS1	55.14728028
SAE1	81.53725679
CCDC9	90.59092826
GPR77	74.76055659
DHX34	45.3707608
NAPA	25.16113487
EHD2	16.0532498
GLTSCR2	88.21757725
CRX	60.67104391
SULT2A1	48.99102464
ELSPBP1	92.25347871
CABP5	84.29010301
PLA2G4C	95.72314921
LIG1	22.24564785
CARD8	95.24125053
ZNF114	52.05710499
CCDC114	87.04897295
EMP3	68.97174869
TMEM143	83.05523764
SYNGR4	79.35064153
KDELR1	45.57556774
GRIN2D	4.559966267
GRWD1	58.67718812
KCNJ14	50.14758147
CYTH2	7.15619541
SULT2B1	79.29040419
SPACA4	70.29697006
RPL18	28.37178483
SPHK2	37.17848322
DBP	61.64688874
CA11	36.24480453
MAMSTR	36.91343895
RASIP1	29.88374194
IZUMO1	24.49250045
FUT1	41.64809349
FGF21	83.1214987
BCAT2	66.12854647
HSD17B14	95.07258599
PLEKHA4	97.79531354
PPP1R15A	97.897717
TULP2	94.07264623
NUCB1	85.37437504
DHDH	94.03048009
BAX	24.54671405
GYS1	9.475332811
LHB	87.5248479
CGB1	82.11553521
NTF4	31.54629239
KCNA7	15.28221191
SNRNP70	35.83519065
LIN7B	42.67212819
PPFIA3	2.50587314
HRC	92.45226191
CD37	43.82868502
TEAD2	23.58894043
DKKL1	95.65086441
PTH2	77.16402626
SLC17A7	21.99867478
PIH1D1	62.25528583
ALDH16A1	97.12065538
