Gene_Name	RVIS	LoF_FDR_ExAC	RVIS_ExAC	geneCov_ExACv2	RVIS_ExACv2	MTR_ExACv2
PHF16	23.25	0.00016109799999999998	10.35502959			
PHF17	21.73	0.0018039039999999998	9.403048008999999			
PHF19	55.61	0.0046431829999999995	24.64911752	0.9558312659999999	33.12805474	8.614600822
PHF2	7.86	0.000337942	35.04005783	0.885333333	22.31671554	11.61929022
PHF20	19.86	0.000212432	12.32455876	1.0	17.55620723	29.28269554
PHF20L1	4.43	2.09178e-07	2.819107283	0.9891581629999999	7.360703812000001	25.82064494
PHF21A	17.31	6.50693e-05	20.57707367	1.0	26.73509286	17.36814682
PHF21B	89.24	0.00393352	69.86326125	0.8919567829999999	61.38807429	70.88519655
PHF23	28.93	0.000125666	20.78188061	0.979266348	22.17008798	8.458287501000001
PHF3	12.1	2.22627e-13	0.512017348	0.9998386579999999	0.8895405670000001	33.80999247
PHF5A	63.81	0.3807831	53.62929944	1.0	49.91202346	0.028946911000000002
PHF6	51.04	0.02350412	22.04142012	1.0	15.04702194	1.962600591
PHF7	69.21	0.05549079	17.10740317	1.0	29.41348974	15.20870723
PHF8	51.92	0.00331398	3.4023668639999998	0.942391621	4.231974922	3.0452150760000003
PHGDH	17.36	0.41201409999999994	17.77603759	1.0	31.53470186	45.23823308
PHGR1						
PHIP	5.49	1.0198500000000002e-09	0.8192277570000001	0.990928495	1.4467253180000001	7.670931512
PHKA1	12.46	3.10775e-05	11.53846154	1.0	1.880877743	17.02657326
PHKA2	19.05	0.000281247	34.9112426	0.989311783	17.084639499999998	12.04191513
PHKB	74.74	0.03190895	35.70869225	1.0	58.09384164	66.6878944
PHKG1	4.11	0.7120111	70.21866153	0.922839506	76.81329423	91.84276038
PHKG2	14.5	0.10509369999999998	11.3788326	0.910700539	39.1202346	38.60939038
PHLDA1		0.4586456	53.16547196	0.699004975	41.56402737	71.97938979999999
PHLDA2	46.2	0.9864834000000001	49.73194386	0.806100218	40.84066471	42.69669426
PHLDA3	65.33	0.5703218000000001	67.39353051	0.958333333	55.07331378	28.50691831
PHLDB1	2.05	7.97521e-06	28.46816457	0.955666193	30.85043988	26.83957622
PHLDB2	78.88	8.014500000000001e-06	14.99307271	0.965993352	11.45650049	38.69623111
PHLDB3	57.52	0.9645023000000001	92.59683152	0.820616473	96.27565982	83.07184623
PHLPP1		0.0059873719999999995	6.463466056000001	0.6937523959999999	7.507331378	58.71591501
PHLPP2	5.56	8.700849999999999e-07	5.999638576000001	1.0	15.14173998	50.4255196
PHOSPHO1		0.48829989999999995		0.662715517	58.43597263	92.97168992
PHOSPHO2	53.19	0.5708413	67.30919824	1.0	57.91788856	64.01898917
PHOX2A		0.6208998				
PHOX2B	62.74	0.23290460000000002	34.67261008	0.863588667	32.53176931	6.287269147999999
PHPT1	63.2	0.7395093	59.99638576	1.0	50.742913	93.05274127
PHRF1	3.13	1.72402e-09	7.836877297000001	0.965097726	34.47702835	50.80761883
PHTF1	26.93	0.7813057	32.48599482	0.993280134	30.14662757	49.52237596
PHTF2	43.77	0.01456401	17.80615626	0.926829268	21.61290323	23.34857871
PHYH	83.36	0.641116	69.3151015	0.926596759	68.16226784	78.71244138
PHYHD1	50.22	0.9335200000000001	87.19956629	0.922594142	78.514174	99.65263706
PHYHIP	17.75	0.1327793	15.27618818	0.9641791040000001	26.66666667	0.8973542520000001
PHYHIPL	41.64	0.18435620000000003	17.30618637	0.972858355	18.67057674	8.116713947000001
PI15	69.21	0.5887838000000001	35.07620023	1.0	39.90224829	28.72691484
PI16	77.16	0.9454691999999999	64.68285043	0.9745042490000001	80.58651026	59.13275054
PI3	81.99	0.9461537	76.85079212	1.0	63.02052786	61.89428588
PI4K2A	81.38	0.07565807	40.9493404	0.836956522	43.9198436	17.58814335
PI4K2B	20.26	0.44661530000000005	41.75652069	0.7989203779999999	39.26686217	91.42592485
PI4KA	0.18	0.0032790659999999998	0.590325884	0.924291188	0.8308895409999999	20.76651421
PI4KB	11.77	0.000179338	4.403349196000001	0.985381272	6.490713587	8.48144503
PIAS1	21.41	7.77641e-05	5.752665502	0.9622918709999999	7.2238514170000006	6.779366642
PIAS2	25.37	4.86757e-05	18.08927173	0.961866533	25.3372434	16.15237654
PIAS3	15.91	3.29485e-05	22.67935667	0.962867457	12.01368524	23.31384241
PIAS4	15.27	0.001308397	13.88470574	0.926255563	22.16031281	5.030973195
PIBF1	77.29	0.001033677	26.12493223	1.0	61.92570870000001	50.32131072
PICALM	22.51	0.000380211	18.23384133	1.0	20.21505376	20.59283274
PICK1	12.24	0.15894049999999998	13.24016626	0.97755418	29.78494624	34.92155387
PID1	30.37	0.1620139	45.66592374	0.68329718	39.64809384	77.07983558
PIDD	4.36	0.2012496	60.2011927			
PIEZO1	99.6	0.1519897				
PIEZO2		0.006076403				
PIF1	81.67	0.9864503000000001	96.01228842	0.6326164870000001	93.21603128	74.26040641
PIGA	68.98	0.05585841	19.67455621	0.989919355	22.10031348	15.42870376
PIGB		0.07887503	71.27883862	0.8905792859999999	48.53372434	89.61963758
PIGC	55.22	0.7921636	40.49153665	1.0	65.92375367	84.95918485
PIGF	73.27	0.7261199	75.63399795	0.8397350990000001	51.80840665	83.67973137
PIGG	96.87	0.2651396	96.26528522	0.987726098	75.24926686	90.43594049
PIGH	36.86	0.8018161	59.93614842	0.827288428	49.16911046	81.58397499
PIGK	31.69	0.2565775	15.61954099	1.0	22.41446725	45.96190586
PIGL	53.51	0.6514203000000001	76.1098729	1.0	58.70967742	97.29635848
PIGM	34.6	0.7997393	16.74597916	1.0	26.03128055	90.02489434
PIGN	19.01	0.41385	23.31184868	0.808884298	22.39491691	41.86302322
PIGO	4.61	0.05781329	3.5479790369999997	1.0	4.740957967	27.63851097
PIGP	81.38	0.7118414000000001	81.47099572	0.989939638	72.00391007	64.60371678
PIGQ	59.21	0.6464025	96.59056683	0.9466610670000001	93.42130987	55.79806635
PIGR	25.83	0.003100902	39.87711584	0.980694981	46.17790811	30.82267122
PIGS	60.57	0.06793045	16.32431781	1.0	37.54643206	56.01227349
PIGT	42.23	0.7625978	34.28709114	0.9960696240000001	55.80645161	39.6804261
PIGU	26.73	0.01614985	34.30516234	0.9822485209999999	29.70674487	36.415214500000005
PIGV	26.73	0.5514467	26.64297331	1.0	31.77908113	83.37289411
PIGW	51.92	0.45937219999999995	32.17878441	1.0	36.97947214	47.05030973
PIGX	79.89		81.17583278	0.8666666670000001	62.39491691	
PIGY	66.57	0.8522460999999999	67.20077104	1.0	56.6568915	90.84698663
PIGZ	71.62	0.38245359999999995	62.41792663	0.951834862	71.51515152	53.36652579
PIH1D1	88.69	0.2987577	62.25528583	1.0	64.7311828	90.89909107
PIH1D2	83.78	0.6693124	54.27986266	1.0	47.36070381	46.34979448
PIH1D3	71.81	0.05251517	39.79289941	1.0	56.5830721	32.21791235
PIK3AP1	57.48	3.73625e-05	61.65893621	0.993956487	46.95014663	42.00196839
PIK3C2A	3.72	1.79744e-08	7.487500753	1.0	14.291300099999999	43.74457245
PIK3C2B	77.93	5.07893e-07	12.57755557	0.975939551	59.51124145	26.53273896
PIK3C2G	83.79	0.6855916	98.21697488	0.9411123229999999	86.99902248	81.28871649
PIK3C3	4.56	0.002902511	2.746822481	0.9974637679999999	5.034213099	13.14189776
PIK3CA	24.19	1.78948e-05	8.830793326	1.0	8.866080156	2.645747699
PIK3CB	4.1	3.3241e-08	2.740798747	1.0	2.492668622	12.60927459
PIK3CD	2.72	8.118189999999999e-06	2.548039275	0.976079528	8.699902247999999	3.757309095
PIK3CG	12.05	0.0018359160000000002	8.517559183	1.0	16.97947214	26.64273722
PIK3IP1	74.18	0.5467538000000001	68.80308415	0.607142857	59.80449658	88.82649221
PIK3R1	13.45	9.72724e-05	5.385217758	1.0	7.350928641	21.76228796
PIK3R2	20.7	0.05853546	7.734473827	0.725813642	18.2111437	43.31615817
PIK3R3	46.74	0.2474474	34.26299621	0.852694611	34.2228739	82.2671221
PIK3R4	6.56	3.69663e-05	18.95668936	0.999758978	9.217986315	21.3917675
PIK3R5	23.66	0.00413032	59.50243961	1.0	63.19648094	18.14971343
PIK3R6		0.9106131		0.901873327	78.52394917	58.44381405
PIKFYVE	4.16	2.44414e-11	0.692729354	1.0	1.212121212	25.24170671
PILRA	85.1	0.8550747	37.33510029999999	1.0	38.19159335	63.70057315
PILRB	43.29	0.8532865	91.16920667	1.0	80.10752688	99.4442193
PIM1	71.27	0.07362599	20.66742967	1.0	26.76441838	6.24095409
PIM2	39.68	0.04869372	47.63313609	0.926778243	46.39498433	4.504139408
PIM3		0.05411365	35.07620023	0.561438561	31.9257087	7.89671742
PIN1	51.4	0.5149699000000001	46.31046323	0.738095238	45.25904203	27.24483298
PIN4	81.22	0.22807199999999997	55.76923077	0.840554593	59.56112853	60.42957216
PINK1	23.63	0.6633458000000001	77.36280947	0.8686583990000001	79.70674487	34.00683147
PINLYP						
PINX1	89.19	0.3447634	88.35612313	1.0	83.49951124	95.50164997
PION	70.64	0.8557246	32.40768628			
PIP	91.47	0.5790517	81.57339919	1.0	83.10850440000002	84.79129277
PIP4K2A	51.66	0.0464358	14.20998735	1.0	23.24535679	27.17536039
PIP4K2B	50.01	0.016532400000000003	25.80567436	1.0	18.72922776	3.7920453889999997
PIP4K2C	24.19	0.2597783	12.19203662	1.0	20.8113392	25.45012447
PIP5K1A	21.41	0.1373874	32.97391723	1.0	32.31671554	19.104961499999998
PIP5K1B	67.19	0.1604968	31.84747907	1.0	42.17008798	18.54339142
PIP5K1C	32.23	0.02093672	10.57165231	0.85282523	5.610948192	5.158339605
PIP5KL1	67.03	0.9452282		0.6764946759999999	54.11534702	68.85891275
PIPOX	19.73	0.8922196	85.71170411	1.0	72.21896383	80.98766862
PIR	79.25	0.7921636	86.24260355	1.0	84.32601881	67.06420425
PIRT	59.76	0.7101166999999999	78.17601349	0.871980676	63.02052786	49.18659179
PISD	34.71	0.02093672	68.74887055	1.0	45.48387097	19.69547849
PITHD1		0.7442662	38.96150834	0.695121951	35.7771261	22.26017484
PITPNA	32.62	0.01886437	28.239262699999998	0.974208675	36.59824047	3.010478782
PITPNB	62.38	0.05662371	34.94970183	0.7534537729999999	34.83870968	9.210907196
PITPNC1		0.007314154000000001	30.42587796	0.9792027729999999	35.23949169	13.97556881
PITPNM1	8.2	0.0015496	3.108246491	0.9416688459999999	19.41348974	19.90968564
PITPNM2	1.96	2.5429300000000002e-06	6.987530872000001	0.872027972	6.138807429	15.76448793
PITPNM3	4.31	1.3999100000000001e-05	5.517739895	0.988003999	13.94916911	16.78920859
PITRM1	99.36	0.4765437	98.9759653	0.9228624540000001	98.64125122	67.9962948
PITX1	43.29	0.6205068	36.02795012	0.92864638	37.34115347	37.46888207
PITX2	30.37	0.2579461	42.86488766	0.9659574470000001	31.28054741	96.52058125
PITX3		0.2903303	32.70887296	0.85823337	35.89442815	76.54142303
PIWIL1	23.57	0.1594108	5.8490452379999995	1.0	6.8426197460000004	11.35297864
PIWIL2	29.61	0.00012930000000000003	13.08354918	1.0	32.15053763	50.97551091
PIWIL3	98.54	0.8587818000000002	99.21691464	1.0	98.79765396	66.1321137
PIWIL4	93.63	0.14270870000000002	53.70760798	1.0	56.83284457	40.95987958
PJA1	77.85	0.005563325	65.82840237	0.997412008	45.14106583	72.91726973
PJA2	43.98	0.001052038	34.73887115	1.0	39.27663734	35.29207434
PKD1		1.41653e-15	99.75905066	0.755117629	99.84359726	32.64053725
PKD1L1	98.05	0.0011104939999999998	99.56629119	0.996010941	99.02248289	55.99490534
PKD1L2	99.89	0.7929221	98.71092103	1.0	98.11339198	83.1471082
PKD2	14.71	5.8765600000000005e-05	23.57689296	0.7985150190000001	20.76246334	41.27829561
PKD2L1	90.8	0.5264531	91.57279682	1.0	94.83870968	55.24228565
PKD2L2	37.54	0.13610179999999997	45.09969279	0.952237305	65.25904203	52.07549354
PKDCC		0.9534966	47.32245045	0.637450199	67.028348	94.21640711
PKDREJ	18.22	0.9018082000000001	36.34118427	0.920289855	53.26490714	82.52185492
PKHD1	75.51	1.20121e-07	67.43569664	1.0	17.35092864	67.0815724
PKHD1L1	99.85	0.1539212	99.909644	0.951303681	99.73607038	61.30376889
PKIA	66.32	0.5271016	52.47876634	1.0	48.52394917	15.41712499
PKIB	54.63	0.542792	57.58086862	1.0	61.27077224	46.84189197
PKIG	56.25	0.5304371	45.6237576	1.0	48.46529814	28.22902796
PKLR	53.98	0.6642482	34.96777303	1.0	60.78201369	41.475134600000004
PKM	25.56	0.001394439	18.43262454	0.980582524	25.24926686	22.51490766
PKMYT1	23.51	0.005097063	34.02204686	0.788633461	62.78592375	71.46413478
PKN1	8.96	0.000833883	57.8278417	0.909336942	83.23558162	55.30017947
PKN2	7.43	1.2559499999999999e-08	30.87765797	0.9960513329999999	13.96871945	12.53401262
PKN3	13.77	0.303322	48.90066863	0.948801743	61.34897361	34.95629016
PKNOX1	23.25	0.0006949160000000001	21.40834889	1.0	21.97458456	20.181786600000002
PKNOX2	12.33	0.003035373	17.33028131	1.0	22.11143695	23.9390957
PKP1	91.09	0.01881527	48.29829528	1.0	58.45552297	63.42847218
PKP2	84.18	0.45639979999999997	81.76615867	0.9722016309999999	93.17693059999999	84.20656516
PKP3		0.01197751	96.93391964	0.764946765	97.47800587	75.58617496
PKP4	7.32	0.000191442	10.82464912	1.0	12.44379277	57.58119609
PLA1A	89.24	0.1381072	68.21878199999999	0.979861111	61.64222874	67.4405141
PLA2G10		0.926775				
PLA2G12A	67.92	0.6997547	74.20637311	0.9398625429999999	63.13782991	98.6279164
PLA2G12B	39.68	0.40881059999999997	28.04650322	1.0	36.40273705	64.86423899
PLA2G15	30.56	0.05050259	37.46762243	1.0	33.80254154	96.12690326
PLA2G16	51.4	0.9664050999999999	73.04379254	1.0	69.27663734	62.58901175
PLA2G1B	41.64	1.0	38.11216192	1.0	47.58553275	79.13506629
PLA2G2A	54.95	0.45909110000000003	70.91139088	1.0	58.82697947	15.94395878
PLA2G2C		0.7420734999999999				
PLA2G2D	91.96	0.6160029	76.44720198	1.0	81.00684262	38.23308053
PLA2G2E	63.0	0.9573107	77.97120655	0.904761905	68.20136852	87.04336247
PLA2G2F	66.82	0.9279905	71.6523101	0.9493865029999999	70.64516129	89.70647832
PLA2G3	93.88	0.3010114	89.15727968	0.97039897	83.85141740000002	38.3720257
PLA2G4A	35.99	0.1546685	51.36437564	1.0	30.46920821	13.9118856
PLA2G4B	58.01	0.7786481	93.28353714	0.9814203140000001	93.89051808	72.39043594
PLA2G4C	98.57	0.2318141	95.72314921	0.9823361820000001	91.05571848	64.54582296
PLA2G4D	95.93	0.3318647	97.87362207	0.913146467	95.58162268	69.58837492
PLA2G4E	72.8	0.06635609	78.00132522	0.868058144	74.07624633	35.61049036
PLA2G4F	94.1	0.04969632	92.73537739	0.9413556740000001	95.72825024	96.16163955
PLA2G5	31.46	0.9022346	30.58249503	1.0	51.23167155	83.44815608
PLA2G6	3.08	0.5698944	63.93590748	0.8411930670000001	80.19550342	94.4479824
PLA2G7	82.25	0.5452788000000001	96.6929703	1.0	91.06549365	79.52874428
PLA2R1	88.64	0.06514861	93.34377447	0.975420726	87.66373412	73.51936548
PLAA	9.55	0.0008237510000000001	6.842961267000001	1.0	7.15542522	23.21542291
PLAC1	47.79	0.5826760999999999	63.46153846	1.0	35.42319749	35.74364615
PLAC1L	59.76	0.6329965	50.03313053			
PLAC8	51.04	0.5836348000000001	42.43117884	1.0	46.56891496	84.72760956
PLAC8L1	73.27	0.40274640000000006	72.09806638	1.0	66.34408602	15.99606322
PLAC9	73.11	0.8111395	83.00102403	0.784313725	74.49657869	86.88704915
PLAG1	37.11	0.02884237	69.10427083	1.0	41.19257087	8.0993458
PLAGL1	42.06	0.02178609	33.76905006	0.954154728	38.52394917	29.77479303
PLAGL2	43.57	0.058902800000000005	13.84253961	0.953177258	19.08113392	10.50772883
PLAT	24.6	0.1192122	45.49123547	1.0	58.9540567	89.63700573
PLAU	72.6	0.36270759999999996	91.37401361	1.0	82.25806452	81.52029178
PLAUR	94.7	0.07237727	41.92518523	0.916666667	51.96480938	83.68552075
PLB1	93.06	0.9757918999999999	99.09041624	1.0	98.50439883	76.17090256
PLBD1	80.88	0.9608245000000001	74.0256611	0.931257344	61.52492669	66.76315637
PLBD2	34.71	0.8977301999999999	56.04481658	0.7828004409999999	53.68523949	69.52469172
PLCB1	11.48	0.000185868	6.885127402	1.0	8.064516129	7.068835755
PLCB2	14.81	0.5321507	64.42382989	0.9481641470000001	76.18768328	51.566027899999995
PLCB3	16.74	0.000531989	6.9513884710000005	0.875294118	23.53861193	9.095119551
PLCB4	10.07	0.000601554	25.88398289	1.0	19.29618768	15.79922422
PLCD1	10.96	0.43507749999999995	24.43226312	0.973228995	35.51319648	45.64348984
PLCD3		0.6282482		0.714222809	63.62658847	39.88305448
PLCD4	9.68	0.4426227	34.67863382	1.0	68.89540567	62.149018700000006
PLCE1	74.59	9.95933e-10	5.836997771	1.0	3.059628543	49.88131766
PLCG1	1.82	0.000326692	2.8672971510000003	0.94525	3.94916911	15.98448446
PLCG2	17.92	1.48071e-12	16.17372447	1.0	63.36265885	17.85445493
PLCH1	7.34	1.97753e-07	1.7468827180000002	0.97608486	5.3372434019999995	45.90401204
PLCH2		0.5427689	91.69929522	0.759400231	79.74584555	27.56903838
PLCL1	36.28	0.03448609	5.9394012410000006	0.926844015	11.63245357	41.22040178
PLCL2	17.31	3.24514e-05	3.0178904889999996	1.0	2.590420332	8.817229202
PLCXD1	52.32	0.9720143	27.21893491	1.0	87.14733542	84.85497597
PLCXD2	30.37	0.7430664	41.9914463	0.9430315359999999	40.61583578	73.52515487
PLCXD3	31.46	0.2153404	12.51731823	1.0	15.34701857	35.61627974
PLCZ1	23.51	0.2510365	35.38341064	1.0	16.63734115	48.35292074
PLD1	52.36	0.32104340000000003	87.21161376	1.0	81.12414467	78.08718809999999
PLD2	76.56	0.3273087	81.06138184	1.0	73.28445748	47.82029757
PLD3	21.56	0.24776120000000001	32.97391723	0.901520159	42.42424242	89.7122677
PLD4	61.91	0.9892235	55.74965364	0.8878326999999999	56.66666667	97.44688242
PLD5	40.16	0.08753024	34.99186796	0.880290206	39.24731183	19.24390668
PLD6		0.7586887		0.50982962	46.98924731	84.44392983
PLDN	62.74	0.9628501	71.56797783			
PLEC	0.03	4.3787400000000007e-16	99.83735920000001	0.922110215	99.92179863	24.39066752
PLEK	81.48	0.02502011	79.29040419	1.0	73.86119257	50.02605222
PLEK2	30.56	0.7958728	48.62960063	0.9725776970000001	43.07917889	41.08145661
PLEKHA1	23.43	0.14366479999999998	66.97186916	0.920087977	49.92179863	81.64765819
PLEKHA2		0.02813643		1.0	39.64809384	8.643547733
PLEKHA3	44.89	0.37159559999999997	37.61821577	0.954887218	41.15347019	44.80981879
PLEKHA4	55.83	0.1402434	97.79531354	0.960199005	97.15542522	50.34446825
PLEKHA5	25.79	8.25869e-13	5.90325884	0.8667337190000001	10.3714565	56.09911422
PLEKHA6	5.73	4.14162e-06	70.3933498	0.9072292890000001	77.88856305	52.9381115
PLEKHA7	4.33	9.89781e-05	4.3129931930000005	0.95657209	13.0400782	66.31158455
PLEKHA8	69.21	0.5348488	56.65321366	0.945815774	27.46823069	30.05268338
PLEKHB1	20.26	0.6528398	75.59785555	0.9736842109999999	74.5943304	59.66537370000001
PLEKHB2	25.15	0.7555678000000001	54.79790374	0.9397116640000001	57.52688172	98.5642332
PLEKHD1	74.18					
PLEKHF1	19.31	0.6657375	76.27853744	0.786904762	66.15835777	77.44456666
PLEKHF2	44.54	0.15993929999999998	27.46822481	1.0	30.08797654	19.38864123
PLEKHG1	56.93	0.002873375	33.28112764	1.0	30.22482893	41.26092746
PLEKHG2	80.01	0.02157965	98.45792422	0.939702057	93.94916911	69.03838359999999
PLEKHG3	38.29	0.23667370000000001	98.13866635	0.952688172	97.07722385	56.84594454
PLEKHG4	81.75	0.08292730000000001	80.30239142	0.9797593000000001	56.23655914	42.83563944
PLEKHG4B	45.61	0.6187214	98.28323595	0.8802780640000001	98.8856305	61.82481329
PLEKHG5	92.39	0.05302707	89.25365942	0.8702397740000001	93.92961877	42.8819545
PLEKHG6	12.63	0.07147068	60.30359617	0.8444444440000001	71.60312805	39.29253749
PLEKHG7	78.59	0.7263369000000001	69.91145112	1.0	58.748778099999996	85.38180976
PLEKHH1	93.49	0.000854025	97.05439431	0.994289793	97.09677419	66.64157934
PLEKHH2	11.68	0.05461311	33.14258177	0.996952547	27.88856305	64.89318589999999
PLEKHH3	9.17	0.5129513	22.85404494	0.70617284	20.35190616	84.66971574
PLEKHJ1		0.27762990000000004	81.21197518			
PLEKHM1	3.41	0.02882574	32.48599482	0.990657116	11.65200391	62.25322758
PLEKHM2	19.01	0.01256511	76.91102946	0.8915816329999999	84.48680352	25.59485903
PLEKHM3	55.61	0.000621191	62.466116500000005	0.9809523809999999	62.81524927	42.76616685
PLEKHN1	89.33	0.18098029999999998	97.96397807	0.877846791	98.93450635	76.42563538
PLEKHO1	23.43	0.001010396	61.78543461	0.9744	50.34213099	38.36044694
PLEKHO2	55.76	0.04693362	70.6102042	0.990622907	64.03714565	34.73629364
PLEKHS1	94.17	0.9903459000000001	81.90470454	0.910588235	78.02541544	37.72940427
PLG	83.57	0.008515716999999999	64.86958617	1.0	59.68719453	34.71313611
PLGLB1						
PLGLB2						
PLGRKT	67.92	0.8954143	54.02084212	1.0	53.35288368	68.11208244
PLIN1	86.8	0.8414207	80.44696103	0.7238572320000001	53.08895406	67.31893707
PLIN2	57.31	0.5284485	43.63592555	1.0	41.63245357	93.84009726
PLIN3	37.7	0.8777338	61.460153000000005	1.0	62.58064516	54.04967289999999
PLIN4	99.86	0.8507062	99.93976266	0.9052271620000001	99.43304008	68.70838881
PLIN5		0.8770163000000001	72.45949039	0.7062146890000001	68.26001955	95.25270654
PLK1	33.34	0.0036201959999999996	31.09451238	0.992965368	42.89345064	14.63555839
PLK2	27.88	0.000507227	14.49310283	1.0	20.09775171	5.1004457819999995
PLK3	6.78	0.4791399	19.95662912	0.844767151	42.62952102	33.13842413
PLK4	32.23	1.26124e-05	25.17318234	1.0	25.28836755	31.70844671
PLK5		0.9793615				
PLLP	44.89	0.3265106	53.22570929	0.755793226	60.29325513	78.58507497
PLN	62.38	0.9398571	55.26775495	1.0	51.86705767	38.05939906
PLOD1	16.09	0.1710946	82.57936269	0.965425532	51.95503421	49.44711399
PLOD2	62.1	0.0018272429999999999	37.96759231	0.9893752659999999	57.57575758	40.42725641
PLOD3	6.58	0.1865261	90.52466719	0.927916121	86.39296188	65.85422335
PLP1	54.63	0.1553338	36.09467456	1.0	28.21316614	2.026283796
PLP2	53.19	0.5229127	78.55029586	1.0	82.13166144	68.88785967
PLRG1	33.2	0.0007491139999999999	41.9914463	1.0	56.68621701	38.84675505
PLS1	26.93	0.10076929999999999	18.36636347	1.0	32.83479961	48.86238638
PLS3	26.53	0.007034414	13.46153846	0.978905073	12.53918495	2.744167197
PLSCR1	76.05	0.33601909999999996	79.67592314	1.0	68.11339198	71.01835234
PLSCR2	83.14	0.7670513000000001	68.06216493	0.898947368	57.52688172	50.30394257
PLSCR3			31.73905186	0.7379385959999999	37.81036168	
PLSCR4	91.58	0.2882955	74.85693633	0.9911591359999999	44.82893451	37.92045389
PLSCR5	32.94	0.6915569	62.25528583	0.895238095	40.68426197	37.85677068
PLTP	24.6	0.33384899999999995	59.71929402	0.969440832	47.30205279	43.00353152
PLVAP	18.9	0.3326923	22.85404494	1.0	36.91104594	25.18381289
PLXDC1	52.15	0.3308534	60.26143003	0.924115756	45.93352884	75.3430209
PLXDC2	80.88	0.0022174820000000002	28.19709656	0.980511571	29.92179863	31.31476871
PLXNA1	0.09	5.951529999999999e-09	0.210830673	0.997074514	0.948191593	12.58032768
PLXNA2	3.64	8.6682e-07	4.415396663	1.0	4.780058651	22.29491113
PLXNA3	0.94	3.4342e-07	1.9230769230000002	0.9714285709999999	80.40752351	11.48034505
PLXNA4	39.21	7.71907e-11	3.837118246	0.9911750290000001	7.468230694	10.31088983
PLXNB1	0.93	6.1826e-06	20.98066382	0.945021381	64.30107527	21.49597638
PLXNB2	0.42	1.68748e-07	4.463586531	0.9350787190000001	11.68132942	17.29867423
PLXNB3	14.72	7.20588e-05	92.89940828	0.87282754	98.74608149999999	32.53632837
PLXNC1	30.92	0.000260408	2.879344618	0.9117464259999999	8.201368524	19.4639032
PLXND1	4.88	1.3799299999999999e-06	94.06059876	0.822406218	97.75171065	25.95959011
PM20D1	94.22	0.7860560999999999	85.92855852	0.990366089	86.62756598	58.32223702
PM20D2		0.8743569	80.73610023	0.765543071	75.53274682	77.49667111
PMAIP1		0.6659651999999999	63.82748027	0.644970414	51.86705767	99.95947432
PMCH	47.79	0.2530214	63.17089332	1.0	58.05474096	35.15312916
PMEL	50.51	0.3503923	51.48485031	1.0	50.439882700000005	39.50674463
PMEPA1	65.76	0.3461376	45.14185892	0.773755656	45.69892473	19.37127309
PMF1	89.07	0.779241	88.01277032	0.845333333	73.05962854	98.90001737
PMF1-BGLAP	87.06	0.779241	90.60899946	0.942513369	83.19648094	99.36316795
PMFBP1	16.12	0.6457788000000001	63.02632372	1.0	60.44965787	60.4179934
PML	64.12	0.002529764	66.69477742	0.9645754459999999	43.94916911	56.28437446
PMM1	26.53	0.6282582	42.48539245	1.0	57.65395894	64.38950964
PMM2	19.73	0.8756961	72.39322932	0.99739922	74.41837732	98.15897644
PMP2	81.22	0.4798365	79.86868261	1.0	76.32453568	95.5248075
PMP22	71.08	0.06559317	80.61562556	0.7728119179999999	62.76637341	99.94789556
PMPCA	5.97	0.07863560000000001	19.69760858	0.9551045509999999	27.194525899999995	55.39859897
PMPCB	25.73	0.1861878	39.907234499999994	1.0	44.87781036	52.67179992
PMS1	82.32	0.5896604999999999	81.40473465	0.963338789	76.33431085	74.8219765
PMS2	95.29	0.6668824999999999	96.02433588	0.971266541	81.58357771	83.07763562
PMVK	82.51	0.9207203000000002	76.17613397	1.0	68.85630499	72.77253517
PNCK	22.09	0.7601562	25.0	0.9308588059999999	71.94357367	51.94812713
PNISR	59.04	2.77267e-07	40.66622493	1.0	49.14956012	18.56654895
PNKD	29.31	0.9382060999999999	87.28389856	0.9198203979999999	85.36656891	58.86064957
PNKP	20.86	0.4182686	65.9177158	0.872078721	44.14467253	57.20488624
PNLDC1	8.47	0.2634297	40.91922173	0.954412624	35.12218964	30.11636658
PNLIP	15.12	0.04005902	30.76320704	1.0	40.20527859	33.71736236
PNLIPRP1	64.74	0.5674617	24.50454792	1.0	37.17497556	76.44300353
PNLIPRP2		0.3968649				
PNLIPRP3	94.01	0.6583562	84.04915367	1.0	78.02541544	66.78052452
PNMA1	56.92	0.2698292	20.95656888	1.0	35.66959922	45.11665605
PNMA2	35.99	0.1556975	48.92476357	1.0	48.59237537	54.51282348
PNMA3	76.96	0.39156540000000006	56.95266272	1.0	31.03448276	48.28923754
PNMA5	51.92	0.4603862	63.90532544	0.9302152929999999	84.95297806	74.56724368
PNMA6A						
PNMA6C						
PNMA6D						
PNMAL1	55.61	0.2118399	67.27305584	1.0	69.88269795	36.9362589
PNMAL2			51.05716523	0.837002096	47.51710655	
PNMT	58.74	0.8865392	64.80934883	0.906651109	63.20625611	82.55659121
PNN	48.78	0.00541116	22.00469851	1.0	24.14467253	25.74538297
PNO1	70.26	0.06305005	85.36232757	1.0	72.99120235	77.78035084
PNOC	32.62	0.35992690000000005	54.36419493	1.0	50.90909091	34.47577144
PNP	82.51	0.1123068	55.96048431	0.985393258	38.76832845	28.30428993
PNPLA1	93.63	0.214626	80.31443889	0.874848851	78.33822092	36.99415272
