CCDS_r9	CCDS_r11	CCDS_r12	CCDS_r14	CCDS_r15	RVIS_ExAC_0.05%(AnyPopn)	%RVIS_ExAC_0.05%(AnyPopn)	EdgeCase_EVS	OEratio%tile_EVS	RVIS_ExAC_0.1%(AnyPopn)	%RVIS_ExAC_0.1%(AnyPopn)	RVIS_ExAC_0.01%	%RVIS_ExAC_0.01%
IL4I1	IL4I1	IL4I1	IL4I1	IL4I1	-0.075827099	45.09969279	N	32.71500843	0.006308854	52.39443407	0.112915523	58.73742546
NUP62	NUP62	NUP62	NUP62	NUP62	-0.416036337	25.32979941	N	54.92050108	-0.713946912	14.46298416	-0.836090375	11.69206674
ATF5	ATF5	ATF5	ATF5	ATF5	0.48790947	77.72423348	N	43.61599615	0.519773742	79.80844527	0.621229463	83.07330884
SIGLEC11	SIGLEC11	SIGLEC11	SIGLEC11	SIGLEC11	1.408158123	95.66291187	N	43.81474344	1.443664607	95.75326788	1.58524489	96.75923137
VRK3	VRK3	VRK3	VRK3	VRK3	0.521642365	79.16992952	N	20.46494821	0.558953429	81.05535811	0.430107252	76.28456117
IZUMO2	IZUMO2	IZUMO2	IZUMO2	IZUMO2	0.216273757	64.61658936	Y	27.79450735	-0.150334726	41.28064574	0.102535726	58.08686224
KCNC3	KCNC3	KCNC3	KCNC3	KCNC3	-1.101477899	7.656165291	Unassessed	Unassessed	-0.912201188	9.957231492	-0.89327537	10.54755738
NAPSA	NAPSA	NAPSA	NAPSA	NAPSA	0.567567361	80.89874104	N	73.25343291	0.027108386	53.75579784	0.136315505	60.18914523
POLD1	POLD1	POLD1	POLD1	POLD1	-0.459950066	23.36606229	N	27.25246928	-0.379862515	27.38389254	0.293569657	69.57412204
EMC10	EMC10	EMC10	EMC10	EMC10	0.685822291	84.50695741	N	56.7634305	0.118852095	60.13493163	0.613429119	82.82633576
JOSD2	JOSD2	JOSD2	JOSD2	JOSD2	0.056794049	54.36419493	Unassessed	Unassessed	-0.246192634	35.25691223	-0.104803573	43.56966448
SYT3	SYT3	SYT3	SYT3	SYT3	-1.164746705	6.824890067	N	24.06649	-0.830205015	11.54147341	-0.592974351	18.42660081
CLEC11A	CLEC11A	CLEC11A	CLEC11A	CLEC11A	0.418713582	74.91114993	Unassessed	Unassessed	0.195521132	64.89970484	0.087588201	57.01463767
GPR32	GPR32	GPR32	GPR32	GPR32	-0.375263119	27.51039094	N	35.21440617	-0.165409254	40.35299078	-0.140569624	41.19631348
ACPT	ACPT	ACPT	ACPT	ACPT	-0.561927121	19.56508644	N	40.46013009	-0.539402336	20.42648033	-0.087926764	44.60574664
C19orf48	C19orf48	C19orf48	C19orf48	C19orf48	0.816111501	87.68748871	N	9.329077331	0.790992884	87.3622071	0.679100288	84.71176435
KLK1	KLK1	KLK1	KLK1	KLK1	0.524773064	79.35064153	N	87.32233197	0.858306509	88.5669538	0.558826946	81.13969038
KLK15	KLK15	KLK15	KLK15	KLK15	0.607562912	82.13963014	N	91.00216815	1.058984229	91.80169869	0.636830177	83.62146859
KLK3	KLK3	KLK3	KLK3	KLK3	0.803911423	87.36823083	N	26.82486148	0.836697248	88.15733992	1.10744103	93.1148726
KLK2	KLK2	KLK2	KLK2	KLK2	0.356230545	72.00168665	N	68.77860756	0.319513508	71.47762183	0.582881037	81.86856213
KLK4	KLK4	KLK4	KLK4	KLK4	0.108650116	57.9543401	N	74.53625632	0.284846997	69.89337992	0.109683186	58.58080839
KLK5	KLK5	KLK5	KLK5	KLK5	0.433705185	75.54966568	N	72.69332691	-0.00594575	51.47280284	-0.178265091	38.72658274
KLK6	KLK6	KLK6	KLK6	KLK6	0.117711202	58.64104572	Y	40.53842448	0.071125689	56.99054274	-0.01315994	49.76808626
KLK7	KLK7	KLK7	KLK7	KLK7	0.133486286	59.74338895	N	25.45169839	-0.350996108	29.02234805	-0.084012593	44.82260105
KLK8	KLK8	KLK8	KLK8	KLK8	-0.386509188	26.94415999	Y	73.96410503	-0.178470245	39.44340702	-0.402510221	26.08878983
KLK9	KLK9	KLK9	KLK9	KLK9	0.071787024	55.35811096	Y	23.66297278	0.077655831	57.49653635	0.389181173	74.57382085
KLK10	KLK10	KLK10	KLK10	KLK10	0.080848026	56.01469791	N	42.44760299	0.126591723	60.71923378	0.157788852	61.49027167
KLK11	KLK11	KLK11	KLK11	KLK11	0.998867907	91.01861334	N	89.68320887	1.086315575	92.17517017	1.171156126	93.69917475
KLK12	KLK12	KLK12	KLK12	KLK12	0.318584468	70.19456659	N	53.49313418	-0.192336672	38.50972833	0.233178769	66.20083128
KLK13	KLK13	KLK13	KLK13	KLK13	0.220021837	64.80934883	N	37.80414358	0.291780291	70.21866153	0.334580095	71.88723571
KLK14	KLK14	KLK14	KLK14	KLK14	1.193833378	93.68712728	N	96.51891111	1.335948664	94.84368412	1.234873618	94.24131076
SIGLEC9	SIGLEC9	SIGLEC9	SIGLEC9	SIGLEC9	0.633016525	82.97090537	N	80.51072031	0.95989016	90.46442985	0.655007846	84.04915367
SIGLEC7	SIGLEC7	SIGLEC7	SIGLEC7	SIGLEC7	0.328263946	70.6102042	N	86.88267887	0.130703157	60.99030179	0.430759775	76.33877477
SIGLECL1	SIGLECL1	SIGLECL1	SIGLECL1	SIGLECL1	0.31640237	70.03192579	Y	60.82269333	0.106195139	59.31570387	0.282590803	68.94765376
ETFB	ETFB	ETFB	ETFB	ETFB	0.000244919	50.40660201	N	89.61695977	0.152711931	62.14685862	0.464571198	77.63990121
CLDND2	CLDND2	CLDND2	CLDND2	CLDND2	1.211179011	93.84976809	N	89.81570706	0.997793583	91.04270827	0.902702512	89.96445997
NKG7	NKG7	NKG7	NKG7	NKG7	0.32842911	70.64634661	Y	47.98843652	0.161258084	62.68899464	0.19678934	63.96602614
LIM2	LIM2	LIM2	LIM2	LIM2	-0.584420071	18.92657069	N	78.45097567	-0.434195393	24.90211433	-0.286161185	32.12457081
SIGLEC10	SIGLEC10	SIGLEC10	SIGLEC10	SIGLEC10	0.633639114	82.98295283	N	57.09467598	1.102684323	92.41009578	0.86689747	89.24161195
SIGLEC12	SIGLEC12	SIGLEC12	SIGLEC12	SIGLEC12	1.833285069	97.76519487	N	91.26716454	1.904285564	97.83747967	2.0371076	98.19287995
SIGLEC6	SIGLEC6	SIGLEC6	SIGLEC6	SIGLEC6	0.748922823	86.04903319	N	72.68128162	1.188306132	93.39798807	0.764212676	86.91645082
ZNF175	ZNF175	ZNF175	ZNF175	ZNF175	0.664568523	83.80820433	N	80.76969405	0.509614273	79.48316366	0.513299189	79.42292633
HAS1	HAS1	HAS1	HAS1	HAS1	1.107117148	92.44021444	Unassessed	Unassessed	0.925221471	89.80181917	0.616006508	82.89862057
FPR1	FPR1	FPR1	FPR1	FPR1	0.647391529	83.33835311	N	38.31004577	0.746963909	86.25384013	0.720021705	85.82013132
FPR2	FPR2	FPR2	FPR2	FPR2	-0.221715894	35.70266851	N	27.64394122	-0.344465214	29.46810433	0.209778569	64.68887416
FPR3	FPR3	FPR3	FPR3	FPR3	-0.180322373	38.03385338	N	65.23729222	-0.178470245	39.44340702	-0.076864912	45.26233359
ZNF577	ZNF577	ZNF577	ZNF577	ZNF577	1.652039337	97.07246551	N	74.62057336	2.087021636	98.33744955	1.60930308	96.87970604
ZNF649	ZNF649	ZNF649	ZNF649	ZNF649	-0.108159749	42.60586712	N	47.18742472	0.283233824	69.76688151	0.168168017	62.17697729
ZNF613	ZNF613	ZNF613	ZNF613	ZNF613	-0.006631602	49.864466	N	46.36834498	-0.326081658	30.55237636	-0.113283975	42.90705379
ZNF350	ZNF350	ZNF350	ZNF350	ZNF350	1.009328241	91.19330161	N	77.49337509	0.794691798	87.40437323	0.586763363	81.98301307
ZNF615	ZNF615	ZNF615	ZNF615	ZNF615	-0.520696068	20.86621288	N	92.12238015	-0.272631412	33.76302632	-0.249147017	34.37744714
ZNF614	ZNF614	ZNF614	ZNF614	ZNF614	-0.555212051	19.78796458	N	60.98530475	-0.091158567	45.5153304	-0.144483941	40.88307933
ZNF432	ZNF432	ZNF432	ZNF432	ZNF432	-0.350588485	28.67899524	N	96.13346182	-0.831817887	11.51135474	-0.317389632	30.27528462
PPP2R1A	PPP2R1A	PPP2R1A	PPP2R1A	PPP2R1A	-0.972756633	9.391000542	Y	2.547578897	-0.718061465	14.36058069	-0.891971873	10.58972351
ZNF480	ZNF480	ZNF480	ZNF480	ZNF480	-0.125499062	41.46738148	N	85.6058781	-0.166617744	40.27468225	0.283210836	68.96572496
ZNF610	ZNF610	ZNF610	ZNF610	ZNF610	0.757201917	86.27191133	N	70.74198988	1.063897643	91.83784109	1.09768095	93.01849286
ZNF83	ZNF83	ZNF83	ZNF83	ZNF83	0.220640657	64.8394675	N	76.29486871	0.43455643	76.52551051	0.112263065	58.68923559
ZNF611	ZNF611	ZNF611	ZNF611	ZNF611	1.000889553	91.048732	N	69.52541556	1.019879864	91.33787121	0.595840877	82.24805735
ZNF600	ZNF600	ZNF600	ZNF600	ZNF600	1.323014371	94.93404012	N	79.17971573	1.379646167	95.23522679	0.813597679	88.08505512
ZNF160	ZNF160	ZNF160	ZNF160	ZNF160	0.29655164	68.99584362	N	30.93230547	0.15642144	62.38178423	-0.170493973	39.10607795
ZNF415	ZNF415	ZNF415	ZNF415	ZNF415	0.624737571	82.76609843	N	64.02674054	0.690285465	84.80814409	0.538656834	80.30841516
ZNF677	ZNF677	ZNF677	ZNF677	ZNF677	-0.254209637	33.81723993	N	77.77643941	-0.229419473	36.11830613	0.17335814	62.47214023
VN1R2	VN1R2	VN1R2	VN1R2	VN1R2	0.557888897	80.5132221	N	43.94121898	0.492040078	78.86874285	0.372927904	73.74254563
BIRC8	BIRC8	BIRC8	BIRC8	BIRC8	1.119314872	92.66911632	N	84.02192243	1.142193223	92.84982832	1.164663045	93.63893741
NLRP12	NLRP12	NLRP12	NLRP12	NLRP12	0.305929552	69.52593217	N	71.77788485	1.075103084	92.0185531	0.712182194	85.56111078
MYADM	MYADM	MYADM	MYADM	MYADM	-0.433214505	24.64911752	N	47.22958323	-0.345270228	29.37172459	-0.52081608	20.99271128
PRKCG	PRKCG	PRKCG	PRKCG	PRKCG	-0.792957094	13.02933558	N	6.311732113	-0.691534514	15.16173724	-0.545520877	19.96265285
CACNG7	CACNG7	CACNG7	CACNG7	CACNG7	-0.332306611	29.60062647	Y	4.203806312	-0.703390905	14.86055057	-0.579958211	18.84223842
CACNG6	CACNG6	CACNG6	CACNG6	CACNG6	0.576014144	81.17583278	Unassessed	Unassessed	0.589916787	82.00710801	0.452889157	77.1158364
VSTM1	VSTM1	VSTM1	VSTM1	VSTM1	0.005557359	50.76802602	N	21.21777885	0.022190042	53.41244503	0.109683186	58.58080839
NDUFA3	NDUFA3	NDUFA3	NDUFA3	NDUFA3	0.709265202	85.19366303	Y	7.883642496	0.874199031	88.86211674	0.44704894	76.94717186
TFPT	TFPT	TFPT	TFPT	TFPT	0.302026892	69.35726763	N	78.39074922	0.319110014	71.4354557	0.434676294	76.51346304
PRPF31	PRPF31	PRPF31	PRPF31	PRPF31	-0.824511241	12.28841636	N	3.661768249	-0.635262318	16.9869285	-0.186717366	38.29889766
CNOT3	CNOT3	CNOT3	CNOT3	CNOT3	-0.002883304	50.19577134	N	3.631655023	-0.01529656	50.78609722	-0.532530083	20.546955
LENG1	LENG1	LENG1	LENG1	LENG1	0.812190623	87.5609903	N	96.60322814	0.580963487	81.6998976	1.115241952	93.21125233
TMC4	TMC4	TMC4	TMC4	TMC4	-0.279827959	32.28721161	N	54.47482534	-0.160893448	40.64815373	-0.153588888	40.20842118
MBOAT7	MBOAT7	MBOAT7	MBOAT7	MBOAT7	-0.30981484	30.84151557	N	53.71597205	-0.283273789	33.22089031	-0.4902676	22.16131558
RPS9	RPS9	RPS9	RPS9	RPS9	-0.268263024	33.0040359	Y	0.361358709	-0.218057242	36.85320161	-0.251048917	34.29311487
LILRB5	LILRB5	LILRB5	LILRB5	LILRB5	1.313954678	94.85573158	N	63.42447603	1.330705246	94.82561291	1.045007987	92.35588218
LILRB2	LILRB2	LILRB2	LILRB2	LILRB2	3.038718639	99.43979278	N	82.87159721	3.364096416	99.52412505	3.287195731	99.53617252
LILRA3	LILRA3	LILRA3	LILRA3	LILRA3	3.375479602	99.57231492	N	81.11900747	4.168561219	99.75302693	3.244257558	99.50605385
LILRA5	LILRA5	LILRA5	LILRA5	LILRA5	0.07397088	55.47858563	N	59.01589978	0.041780688	54.87621228	0.231220783	66.0622854
LILRA4	LILRA4	LILRA4	LILRA4	LILRA4	1.530017335	96.34359376	N	28.90267405	1.553007664	96.42792603	1.334293833	95.15089452
LAIR1	LAIR1	LAIR1	LAIR1	LAIR1	0.420895505	75.01957713	N	72.07299446	0.816300138	87.79591591	0.798026212	87.80193964
TTYH1	TTYH1	TTYH1	TTYH1	TTYH1	0.280156158	68.08023613	N	16.32739099	0.304436765	70.80296368	0.448318039	77.00138546
LENG8	LENG8	LENG8	LENG8	LENG8	-0.46587694	23.06487561	N	32.43194411	-0.260782238	34.48587434	-0.974584433	9.029576532
LENG9	LENG9	LENG9	LENG9	LENG9	1.399096041	95.54846094	Unassessed	Unassessed	1.26337238	94.2654057	1.273840661	94.64490091
LAIR2	LAIR2	LAIR2	LAIR2	LAIR2	0.457144061	76.48334438	N	95.1577933	0.486722772	78.71814951	0.415194396	75.68218782
LILRA2	LILRA2	LILRA2	LILRA2	LILRA2	3.435684262	99.58436239	N	76.9212238	3.52372564	99.58436239	2.706285513	99.19281971
LILRA1	LILRA1	LILRA1	LILRA1	LILRA1	2.114076046	98.52418529	N	60.23849675	3.149367425	99.45786398	2.867595974	99.28919945
LILRB4	LILRB4	LILRB4	LILRB4	LILRB4	2.434118318	99.04825011	N	88.40640809	2.362457895	98.84344317	2.483207847	98.98801277
KIR2DL1	KIR2DL1	KIR2DL1	KIR2DL1	KIR2DL1	1.648470272	97.06644178	N	86.01541797	1.806714554	97.47605566	1.577490028	96.71706524
FCAR	FCAR	FCAR	FCAR	FCAR	1.25850291	94.33166677	N	63.35220429	1.307400308	94.64490091	1.124349958	93.30763207
NCR1	NCR1	NCR1	NCR1	NCR1	0.420895505	75.01957713	N	27.69212238	0.159645151	62.49021143	-0.178917354	38.69044033
NLRP7	NLRP7	NLRP7	NLRP7	NLRP7	2.665811936	99.25305704	N	64.5808239	2.10144263	98.37961569	2.192543248	98.54828022
NLRP2	NLRP2	NLRP2	NLRP2	NLRP2	1.922618542	98.07240528	N	40.97205493	1.966919172	98.00614421	1.983865854	98.12661888
EPS8L1	EPS8L1	EPS8L1	EPS8L1	EPS8L1	0.337945269	71.12824529	N	97.52469285	0.585075994	81.8444672	0.30269673	70.04999699
PPP1R12C	PPP1R12C	PPP1R12C	PPP1R12C	PPP1R12C	-0.060833893	46.11168002	N	19.63984582	0.067498625	56.74356966	0.498351178	78.88079031
TNNT1	TNNT1	TNNT1	TNNT1	TNNT1	0.104901915	57.70134329	Y	33.23295591	-0.025939546	50.10541534	-0.122360427	42.40708391
DNAAF3	DNAAF3	DNAAF3	DNAAF3	DNAAF3	0.80984282	87.50075297	N	24.27125994	0.192295969	64.6406843	0.53020419	80.02529968
SYT5	SYT5	SYT5	SYT5	SYT5	0.458541789	76.56165291	N	11.19007468	0.408839629	75.54364195	0.279326512	68.71875188
TMEM86B	TMEM86B	TMEM86B	TMEM86B	TMEM86B	1.226953163	94.00638516	N	30.37822212	1.232338287	93.98229022	0.940398239	90.68128426
BRSK1	BRSK1	BRSK1	BRSK1	BRSK1	-1.300190606	5.397265225	N	2.963141412	-1.078611571	7.25859888	-1.297613135	5.053912415
SUV420H2	SUV420H2	SUV420H2	SUV420H2	SUV420H2	-0.208907033	36.3833504	Unassessed	Unassessed	-0.641391712	16.79416903	-0.223760843	36.02192639
RPL28	RPL28	RPL28	RPL28	RPL28	0.402155798	74.15215951	N	15.33365454	0.312983764	71.20053009	0.289085084	69.34522017
ISOC2	ISOC2	ISOC2	ISOC2	ISOC2	0.307340506	69.58616951	N	45.77812575	0.057259205	55.99662671	0.188336481	63.43593759
ZNF524	ZNF524	ZNF524	ZNF524	ZNF524	0.563987529	80.80838504	Y	29.31221392	0.534852948	80.37467622	-0.11260364	42.98536233
ZNF784	ZNF784	ZNF784	ZNF784	ZNF784	0.509781951	78.73019698	Unassessed	Unassessed	0.403117423	75.35690621	0.607588845	82.66971869
ZNF581	ZNF581	ZNF581	ZNF581	ZNF581	-0.162201714	39.06993555	Y	12.94266442	-0.211928734	37.23872056	-0.322553565	30.10059635
U2AF2	U2AF2	U2AF2	U2AF2	U2AF2	-0.865126424	11.42702247	N	1.499638641	-0.627926819	17.22787784	-0.790566103	12.77031504
NLRP9	NLRP9	NLRP9	NLRP9	NLRP9	-0.703795602	15.37256792	N	76.86099735	0.02759528	53.79194024	-0.381787468	27.20318053
NLRP11	NLRP11	NLRP11	NLRP11	NLRP11	-0.158158966	39.35305102	N	42.17056131	-0.082129258	46.15986989	-0.387627269	26.85380399
NLRP4	NLRP4	NLRP4	NLRP4	NLRP4	0.283431848	68.30311427	N	34.30498675	-0.26441819	34.22083007	-0.571617307	19.06511656
NLRP8	NLRP8	NLRP8	NLRP8	NLRP8	0.968271756	90.48250105	N	53.9086967	0.579057713	81.62761279	1.336253499	95.16294199
NLRP5	NLRP5	NLRP5	NLRP5	NLRP5	0.785999308	87.00078309	N	64.9542279	1.446794973	95.81350521	1.398710648	95.62074574
GALP	GALP	GALP	GALP	GALP	0.267512286	67.39353051	N	86.12382558	0.237927955	67.28510331	0.322244762	71.23667249
ZSCAN5A	ZSCAN5A	ZSCAN5A	ZSCAN5A	ZSCAN5A	0.608179688	82.15770134	N	50.89135148	0.676418521	84.45274381	0.740158915	86.38033853
ZNF583	ZNF583	ZNF583	ZNF583	ZNF583	-0.828260466	12.22215529	N	33.64851843	-0.683394186	15.38461538	-0.527312258	20.72164327
ZNF667	ZNF667	ZNF667	ZNF667	ZNF667	0.256721739	66.80320463	N	31.3237774	0.205759463	65.52014939	0.071958278	55.97253178
ZNF471	ZNF471	ZNF471	ZNF471	ZNF471	0.476499817	77.2242636	N	29.90845579	0.607487191	82.59141016	0.810362608	88.03084152
ZFP28	ZFP28	ZFP28	ZFP28	ZFP28	-0.376207427	27.4320824	N	48.00650446	-0.237965139	35.69664478	-0.318695015	30.19095235
ZNF71	ZNF71	ZNF71	ZNF71	ZNF71	-0.333248605	29.5705078	N	44.72416285	-0.644612039	16.61345702	-0.975195271	9.011505331
PEG3	PEG3	PEG3	PEG3	PEG3	1.142699843	93.03054033	N	81.51650205	2.019296291	98.14469008	1.946234387	98.03626288
ZNF460	ZNF460	ZNF460	ZNF460	ZNF460	-0.306066356	31.00415638	N	10.68417249	0.027511344	53.78591651	-0.258222082	33.76302632
ZNF304	ZNF304	ZNF304	ZNF304	ZNF304	0.12582691	59.18318174	N	45.45892556	0.178832527	63.7612192	-0.205579077	37.10619842
VN1R1	VN1R1	VN1R1	VN1R1	VN1R1	0.780640809	86.86826095	N	95.99494098	0.374576523	74.00156617	0.062882981	55.41232456
ZNF549	ZNF549	ZNF549	ZNF549	ZNF549	0.186743878	63.00222878	N	56.11298482	0.627481541	83.14559364	-0.0053891	50.32226974
ZNF416	ZNF416	ZNF416	ZNF416	ZNF416	-0.137526062	40.75658093	N	29.33028186	-0.484338395	22.74561773	-0.390822917	26.70321065
ZNF530	ZNF530	ZNF530	ZNF530	ZNF530	1.20569086	93.80760195	N	67.63430499	1.491803283	96.13878682	0.840259426	88.64526233
ZNF211	ZNF211	ZNF211	ZNF211	ZNF211	0.191274225	63.27329679	N	39.086967	0.454953364	77.38088067	0.313106087	70.70658394
ZSCAN4	ZSCAN4	ZSCAN4	ZSCAN4	ZSCAN4	-0.057705788	46.27432082	N	56.3900265	-0.28980435	32.8594663	-0.132769623	41.70230709
ZNF551	ZNF551	ZNF551	ZNF551	ZNF551	-0.16017791	39.22655262	N	Unassessed	-0.409683925	25.94422023	-0.246536577	34.55815915
ZNF671	ZNF671	ZNF671	ZNF671	ZNF671	-0.884809751	11.02343232	N	86.92483739	-0.678473122	15.53520872	-0.500676908	21.79989157
ZNF776	ZNF776	ZNF776	ZNF776	ZNF776	-0.528811667	20.57707367	N	70.45892556	-0.64300045	16.68574182	-0.599470053	18.18565147
ZNF552	ZNF552	ZNF552	ZNF552	ZNF552	0.010087751	51.08126017	N	49.3736449	-0.150334726	41.28064574	-0.114560396	42.84681646
ZNF587	ZNF587	ZNF587	ZNF587	ZNF587	0.876244834	88.91633034	N	47.50662491	0.934982992	89.99457864	0.90139455	89.8981989
ZNF417	ZNF417	ZNF417	ZNF417	ZNF417	0.975598427	90.62104692	N	94.84461576	0.755514366	86.49478947	0.669338628	84.47683874
ZNF256	ZNF256	ZNF256	ZNF256	ZNF256	-0.052555235	46.60562617	N	93.85087931	-0.056895625	48.05734594	-0.25368409	34.07626047
C19orf18	C19orf18	C19orf18	C19orf18	C19orf18	0.521808635	79.20607192	N	64.84582028	0.589512483	81.98301307	0.087588201	57.01463767
ZNF606	ZNF606	ZNF606	ZNF606	ZNF606	-0.581613724	19.01692669	N	31.78149843	-0.852618891	11.07764592	-0.992102651	8.788627191
ZSCAN1	ZSCAN1	ZSCAN1	ZSCAN1	ZSCAN1	0.039292021	53.13535329	N	74.85545652	0.061371322	56.30383712	0.244210677	66.73091982
ZNF135	ZNF135	ZNF135	ZNF135	ZNF135	1.276305762	94.49430757	N	96.86220188	1.212825339	93.72929342	1.346639945	95.20510813
ZSCAN18	ZSCAN18	ZSCAN18	ZSCAN18	ZSCAN18	0.335760549	71.01981808	N	62.18983377	0.489619934	78.77236311	0.786308766	87.4887055
ZNF329	ZNF329	ZNF329	ZNF329	ZNF329	-0.748594785	14.10156015	N	28.6557456	-0.782072816	12.64984037	-0.143831502	40.913198
ZNF544	ZNF544	ZNF544	ZNF544	ZNF544	0.831555236	88.01879405	N	88.7677668	0.701737479	85.1876393	1.184771117	93.76543582
ZNF8	ZNF8	ZNF8	ZNF8	ZNF8	0.327481815	70.56803807	N	35.35292701	0.220028775	66.29721101	0.018663273	52.24384073
ZSCAN22	ZSCAN22	ZSCAN22	ZSCAN22	ZSCAN22	0.396678246	73.94735257	N	44.34473621	0.544280967	80.6216493	0.877957261	89.46449009
A1BG	A1BG	A1BG	A1BG	A1BG	-0.603321593	18.29407867	N	62.01517707	-0.705401443	14.77019457	-0.235474356	35.2508885
ZNF497	ZNF497	ZNF497	ZNF497	ZNF497	0.51118023	78.80248178	Unassessed	Unassessed	0.193908113	64.76115897	0.254620926	67.32726944
RPS5	RPS5	RPS5	RPS5	RPS5	-0.272792949	32.75103909	Y	1.957359672	-0.176860008	39.62411903	-0.24390075	34.75091862
ZNF584	ZNF584	ZNF584	ZNF584	ZNF584	0.350134362	71.69447624	N	40.7552397	0.014047934	52.85223782	0.200020642	64.20095175
ZNF132	ZNF132	ZNF132	ZNF132	ZNF132	-0.322786599	30.04035901	N	72.39219465	-0.279564677	33.40762605	-0.148399047	40.61201132
ZNF324	ZNF324	ZNF324	ZNF324	ZNF324	0.178465202	62.51430637	N	22.25969646	0.357887504	73.26667068	0.312453688	70.67044154
ZNF446	ZNF446	ZNF446	ZNF446	ZNF446	1.004014624	91.09692187	N	54.86027463	1.187902878	93.39196434	1.375908805	95.3978676
SLC27A5	SLC27A5	SLC27A5	SLC27A5	SLC27A5	0.37933899	73.07391121	N	74.626596	0.225753436	66.65863502	0.450245923	77.03150413
ZBTB45	ZBTB45	ZBTB45	ZBTB45	ZBTB45	-0.486797677	22.26974279	N	15.47819802	-0.859552577	10.86079152	-0.240041676	34.95572556
TRIM28	TRIM28	TRIM28	TRIM28	TRIM28	-1.4606438	4.174447322	N	9.786798362	-1.903833593	1.999879525	-1.248880446	5.487621228
CHMP2A	CHMP2A	CHMP2A	CHMP2A	CHMP2A	-0.372919349	27.63688934	Y	45.35654059	-0.433391156	24.96235167	-0.315405388	30.48611529
UBE2M	UBE2M	UBE2M	UBE2M	UBE2M	-0.012402315	49.42473345	Y	2.228378704	0.086201694	58.08686224	0.012850059	51.78001325
MZF1	MZF1	MZF1	MZF1	MZF1	1.528457632	96.33757003	N	67.25487834	1.731707623	97.20498765	1.378495639	95.4159388
DEFB125	DEFB125	DEFB125	DEFB125	DEFB125	0.098187906	57.21342088	Y	58.50397495	0.182461348	64.02626348	0.259843283	67.65857478
DEFB126	DEFB126	DEFB126	DEFB126	DEFB126	0.618193843	82.54924402	Y	18.57383763	0.797926675	87.4706343	0.686900812	84.92861876
DEFB127	DEFB127	DEFB127	DEFB127	DEFB127	0.631004867	82.9227155	N	84.98554565	0.500994186	79.20607192	0.470449931	77.84470815
DEFB129	DEFB129	DEFB129	DEFB129	DEFB129	0.613662107	82.34443708	N	55.23970128	0.576454136	81.58544666	0.476943338	78.12179989
DEFB132	DEFB132	DEFB132	DEFB132	DEFB132	1.175098615	93.38594061	N	84.39532643	1.226622229	93.92205289	0.834458517	88.52478766
C20orf96	C20orf96	C20orf96	C20orf96	C20orf96	0.486343588	77.66399614	N	18.71235847	0.173108457	63.41786639	0.122673009	59.38196494
NRSN2	NRSN2	NRSN2	NRSN2	NRSN2	0.385598042	73.41124029	N	41.63454589	0.036459494	54.4846696	0.273484829	68.44166014
TRIB3	TRIB3	TRIB3	TRIB3	TRIB3	1.111648139	92.53057045	N	91.5682968	1.278046697	94.38588037	1.477327365	96.17492922
RBCK1	RBCK1	RBCK1	RBCK1	RBCK1	-0.713915349	15.11957111	N	20.67574079	-0.538999776	20.4746702	-0.591017716	18.48081441
TBC1D20	TBC1D20	TBC1D20	TBC1D20	TBC1D20	-0.452739484	23.69736763	Y	34.29294146	-0.365264978	28.2934763	-0.464911104	23.28775375
CSNK2A1	CSNK2A1	CSNK2A1	CSNK2A1	CSNK2A1	-0.396974869	26.43214264	Y	0.493856902	-0.280858958	33.37148365	-0.143803898	40.93729293
SLC52A3	SLC52A3	SLC52A3	SLC52A3	SLC52A3	-0.384323484	27.05258719	N	35.8588292	-0.083016634	46.09963255	-0.017726896	49.40666225
ANGPT4	ANGPT4	ANGPT4	ANGPT4	ANGPT4	0.034761664	52.83416662	N	55.57094676	0.233895189	67.03813023	-0.182831488	38.47358593
PSMF1	PSMF1	PSMF1	PSMF1	PSMF1	0.305774952	69.51990844	N	95.20597446	0.36723968	73.7184507	0.66672521	84.36841154
TMEM74B	TMEM74B	TMEM74B	TMEM74B	TMEM74B	0.074753052	55.5629179	N	72.05492652	-0.572861864	19.30004217	-0.44216272	24.23950364
SNPH	SNPH	SNPH	SNPH	SNPH	0.337324993	71.09210289	N	50.80703445	0.048310894	55.32196856	0.199368081	64.14673815
SDCBP2	SDCBP2	SDCBP2	SDCBP2	SDCBP2	1.333023323	95.01837239	N	70.3444953	1.3698102	95.14487079	1.194559411	93.87386302
FKBP1A	FKBP1A	FKBP1A	FKBP1A	FKBP1A	0.240494006	65.99602434	N	Unassessed	0.253005953	68.128426	0.239707822	66.55020782
NSFL1C	NSFL1C	NSFL1C	NSFL1C	NSFL1C	-0.12237148	41.75652069	N	46.68152252	0.001390397	52.00289139	0.086283072	56.9303054
SIRPD	SIRPD	SIRPD	SIRPD	SIRPD	0.703164397	85.00692729	N	30.79378463	0.568711966	81.37461599	0.606935398	82.63960002
SIRPB1	SIRPB1	SIRPB1	SIRPB1	SIRPB1	1.750626663	97.42786579	N	90.58660564	2.128233972	98.46997169	2.267959798	98.68080236
SIRPG	SIRPG	SIRPG	SIRPG	SIRPG	1.037914947	91.54267815	N	45.4107444	1.783068166	97.38569966	1.385015839	95.47617613
SIRPA	SIRPA	SIRPA	SIRPA	SIRPA	0.436670497	75.66411662	N	43.56179234	0.919498008	89.7536293	0.292968583	69.56207457
